unit	class	families	line
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	manute sarvabhūtānāṃ tasmācceṣṭaphalo vibhuḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	tattvānāṃ saṃgrahe yasmānmahāṃśca parimāṇataḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	śeṣebhyo guṇātattvebhyo mahāniva tanuḥ smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	puruṣo bhogasaṃbandhāttena cāsau sati smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	bṛhattvādvṛṃhaṇatvācca bhāvānāmakhilāśrayāt
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	yasmādvṛṃhayata bhāvān brahmā tena nirucyate
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	āpūrayati yasmācca sarvān dehānanugrahaiḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	budhyate puruṣaścātra sarvān bhāvānpṛthak pṛthak
brahmandapurana_khanda-1_u	other	kurmapurana,saurapurana,sivapurana	tasmiṃstu kāryakaraṇaṃ saṃsiddhaṃ brahmaṇaḥ purā
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,markandeyapurana,saurapurana	prākṛtaṃ devi vartaṃ māṃ kṣetrajño brahmasaṃmitaḥ
brahmandapurana_khanda-1_u	ppl	kirfel	sa vai śarīrī prathamaḥ purā puruṣa ucyate
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,markandeyapurana,saurapurana,sivapurana	ādikarttā sa bhūtānāṃ brahmāgre samavarttinām
brahmandapurana_khanda-1_u	ppl	kirfel	hiraṇyagabhaḥ so 'ṇḍe 'sminprādurbhūtaścaturmukhaḥ
brahmandapurana_khanda-1_u	other	bhavisyapurana,brahmapurana	yasminnaṇḍa ime lokāḥ sapta vai saṃpratiṣṭhitāḥ
brahmandapurana_khanda-1_u	other	kurmapurana,lingapurana,saurapurana,sivapurana	āpo daśaguṇe naiva tejasā bāhyato vṛtāḥ
brahmandapurana_khanda-1_u	other	kurmapurana,lingapurana,saurapurana,sivapurana	tejo daśaguṇenaiva bāhyato vāyunā vṛtam
brahmandapurana_khanda-1_u	other	kurmapurana,lingapurana,saurapurana	vāyurdaśaguṇenaiva bāhyato nabhasā vṛtaḥ
brahmandapurana_khanda-1_u	vayubd	kurmapurana,lingapurana,padmapurana,sivapurana,vayu,vayupurana	bhūtādirmahatā caiva pradhānenāvṛto mahān
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,markandeyapurana,saurapurana,sivapurana,visnupurana	ebhirāvaraṇairaṇḍaṃ saptabhiḥ prākṛtairvṛtam
brahmandapurana_khanda-1_u	other	lingapurana,sivapurana	icchayā vṛtya cānyonyamaraṇe prakṛtayaḥ sthitaḥ
brahmandapurana_khanda-1_u	vayubd	lingapurana,matsyapurana,sivapurana,vayu,vayupurana	ādhārādheyabhāvena vikārāste vikāriṣu
brahmandapurana_khanda-1_u	ppl	kirfel,markandeyapurana,vayu,vayupurana	ityevaṃ prākṛtaḥ sargaḥ kṣetrajñādhiṣṭhitastu saḥ
brahmandapurana_khanda-1_u	ppl	kirfel,markandeyapurana	abuddhipūrvaḥ prathamaḥ prādurbhūtastaḍidyathā
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,sivapurana,vayu,vayupurana	āyuṣmānkīrtimāndhanyaḥ prajñāvāṃśca na saṃśayaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	sādharmyeṇāvatiṣṭhete pradhānapuruṣau tadā
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,saurapurana,sivapurana,vayu,vayupurana	guṇasāmye layo jñeya ādhikye sṛṣṭirucyate
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	guṇā vaiṣamyamāsādya prasaṃgena pratiṣṭhitāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,matsyapurana,vayu,vayupurana	guṇebhyaḥ kṣobhyamāṇebhyastrayo jñeyā hi sādare
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	śāśvatāḥ paramā guhyāḥ sarvātmānaḥ śarīriṇaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	tamaḥprakāśako viṣṇuḥ kālatvena vyavasthitaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana	kṣaṇaṃ viyogo na hyeṣāṃ na tyajanti parasparam
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	adṛṣṭādhiṣṭhitātpūrve tasmātsadasadātmakāt
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	tasmāttamovyaktamayaṃ kṣetrajño brahmasaṃjñakaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	tejasāpratimo dhīmānavyaktaḥ saṃprakāśakaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	vaśīkṛtatvāttraiguṇyātsāpekṣatvācca bhāvataḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	sahasramūrdhā puruṣastisro 'vasthāḥsvayaṃbhuvaḥ
brahmandapurana_khanda-1_u	ppl	bhavisyapurana,kirfel,vayu,vayupurana	sāttvikaḥ puruṣatve ca guṇavṛtaṃ svayaṃbhuvaḥ
brahmandapurana_khanda-1_u	ppl	bhavisyapurana,kirfel,lingapurana,markandeyapurana,vayu,vayupurana	puruṣatve udāsīnastisro 'vasthāḥ svayaṃbhuvaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	brahmā kamala patrākṣaḥ kālo jātyañjanaprabhaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	puruṣaḥ puṇḍarīkākṣo rūpeṇa paramātmanaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	yogīśvaraḥ śarīrāṇi karoti vikarotica
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	nānākṛtikriyārūpamāśrayantisvalīlayā
brahmandapurana_khanda-1_u	vayubd	lingapurana,vayu,vayupurana	yatsvasthāḥ satataṃ bhāvastasmādātmā nirūcyate
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayupurana	ṛṣiḥ sarvagataścātra śarīre so 'bhyayātprabhuḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	svāmī sarvasya yatsarvaṃviṣṇuḥ sarvapraveśanāt
brahmandapurana_khanda-1_u	ppl	kirfel,vayupurana	bhagavānagrasadbhāvānnāgo nāgasvasaṃśrayāt
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	paramaḥ saṃprahṛṣṭatvāddevatādomiti smṛtiḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	sarvajñaḥ sarvavijñānātsarvaḥsarvaṃyatastataḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,padmapurana,vayu,vayupurana	narāṇāṃ svāpanaṃ brahmā tasmānnārāyaṇaḥ smṛtaḥ
brahmandapurana_khanda-1_u	other	kurmapurana	ādyo hi svavaśaścaiva ajātatvādajaḥ smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel	tasmāddhiraṇyagarbhaśca purāṇeṣu nirucyate
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,kurmapurana,lingapurana,mahabharata,matsyapurana,padmapurana,sivapurana,vayu,vayupurana	na śakyaḥ parisaṃkhyātuṃ manuvarṣaśatairapi
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	kalpasaṃkhyānivṛttastu parārdho brahmaṇaḥ smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	koṭivarṣasahasrāṇi gṛhabhūtāni yāni ca
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	samatītāni kalpānāṃ tāvaccheṣātparetu ye
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	prathamaṃ sāṃpratasteṣāṃ kalpo vai varttate ca yaḥ
brahmandapurana_khanda-1_u	ppl	devibhagavatapurana,harivamsa,kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	pūrṇe yugasahasre tu paripālyaṃ nareśvaraiḥ
brahmandapurana_khanda-1_u	vayubd	vayu,vayupurana	iti śrībrahmāṇḍe mahāpurāṇe vāyuprokte pūrvabhāge prathame prakriyāpade lokakalpanaṃ nāma caturtho 'dhyāyaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,sivapurana,vayupurana	śāntavātaiḥ pralīne 'sminna prājñāyata kiñcana
brahmandapurana_khanda-1_u	ppl	bhavisyapurana,brahmapurana,devibhagavatapurana,harivamsa,kirfel,kurmapurana,lingapurana,mahabharata,matsyapurana,naradapurana,padmapurana,sivadharmasastra,sivapurana,skandamahapurana,vamanapurana,vayu,vayupurana	ekārṇave tadā tasminnaṣṭe sthāvarajaṅgame
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	sahasraśīrṣā puruṣo rukmavarṇo hyatīndriyaḥ
brahmandapurana_khanda-1_u	ppl	bhavisyapurana,kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	brahma nārāyaṇākhyastu suṣvāpa salile tadā
brahmandapurana_khanda-1_u	ppl	agnipurana,kirfel,kurmapurana,lingapurana,markandeyapurana,matsyapurana,nrsimhapurana,sivapurana,vamanapurana,vayu,vayupurana,visnupurana	imaṃ codāharantyatrar ślokaṃ nārāyaṇaṃ prati
brahmandapurana_khanda-1_u	ppl	agnipurana,bhavisyapurana,brahmapurana,kirfel,mahabharata,nrsimhapurana,sivapurana,visnupurana	āpo nārā iti proktā āpo vai narasūnavaḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,bhavisyapurana,brahmapurana,harivamsa,kirfel,kurmapurana,markandeyapurana,matsyapurana,nrsimhapurana,padmapurana,sivapurana,vayu,vayupurana,visnupurana	ayana tasya tāḥproktāstena nārāyaṇaḥ smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	niśāyāmiva khadyotaḥ prāpṛṭkāle tatastataḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	anumānādasaṃmūḍho bhūmeraddharaṇaṃ prati
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,vayu,vayupurana,visnupurana	oṅkārāṣṛtanuṃ tvanyāṃ kalpādiṣu yathā purā
brahmandapurana_khanda-1_u	ppl	bhavisyapurana,kirfel,lingapurana,vayu,vayupurana	salile 'vaplutāṃ bhūmiṃ dṛṣṭvā sa samacintayat
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,lingapurana,matsyapurana	kiṃ tu rūpamahaṃ kṛtvā salilāduddhare mahīm
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	jalakrīḍāsamucitaṃ vārāhaṃ rūpamasmarat
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,kurmapurana,lingapurana,matsyapurana,vayu,vayupurana	udṛśyaṃ sarvabhūtānāṃ vāṅmayaṃ brahmasaṃjñitam
brahmandapurana_khanda-1_u	ppl	brahmapurana,kalikapurana,kirfel,lingapurana,padmapurana,ramayana,sivapurana,vayu,vayupurana	daśayojanavistīrṇamāyataṃśatayojanam
brahmandapurana_khanda-1_u	ppl	kirfel,matsyapurana,ramayana,sivapurana,vayu,vayupurana	nīlameghapratīkāśaṃ meghastanitaniḥsvanam
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	mahāparvatavarṣmāṇaṃ śvetatīkṣṇogradaṃṣṭriṇām
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,skandamahapurana,vayu,vayupurana	pīnavṛttāyataskandhaṃ viṣṇuvikramagāmi ca
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,matsyapurana,skandamahapurana,vayu,vayupurana	pīnonnatakaṭīdeśaṃ vṛṣalakṣaṇapūjitam
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,matsyapurana,sivapurana,vayu,vayupurana	āsthāya rūpamatulaṃ vārāhamamitaṃ hariḥ
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,lingapurana,sivapurana,vayu,vayupurana	pṛthivyuddharaṇārthāya praviveśa rasātalam
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,skandamahapurana,vayu,vayupurana,visnudharma	agnijihvo darbharomā brahmaśīrṣo mahātapāḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,vayu,vayupurana,visnudharma	prāgvaṃśakāyo dyutimān nānādīkṣābhiranvitaḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,vayu,vayupurana,visnudharma	dakṣiṇā tdṛdayo yogī śraddhāsattvamayo vibhuḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,vayu,vayupurana,visnudharma	upākarmaruciścaiva pravargyāvartabhūṣaṇaḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,vayupurana	māyāpatnīsahāyo vai giriśṛṅgamivocchrayaḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,skandamahapurana,vayu,vayupurana,visnudharma	ahorātrekṣaṇādharo vedāṅgaśrutibhūṣaṇaḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,skandamahapurana,vayu,vayupurana,visnudharma	ājyagandhaḥ sruvastuṇḍaḥ sāmaghoṣasvano mahān
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,mahabharata,matsyapurana,vayu,vayupurana	prāyaścittanakho ghoraḥ paśujānurmahāmakhaḥ
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,vayu,vayupurana	udgātātro homaliṅgaḥ phalabījamahoṣadhīḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,matsyapurana,vayupurana	vādyantarātmasatrasya nāsmikāso maśoṇitaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayupurana	bhaktā yajñavarāhāntāścāpaḥ saṃprāviśatpunaḥ
brahmandapurana_khanda-1_u	other	harivamsa,lingapurana	agnisaṃchāditāṃ bhūmiṃ samāmicchanprajāpatim
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	māmudrāśca samudreṣu nādeyāśca nadīṣu ca
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,markandeyapurana,sivapurana,vayu,vayupurana,visnupurana	pṛthak tāstu samīkṛtya pṛthivyāṃ so 'cinodgirīn
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,vayu,vayupurana	prāksarge dahyamānāstu tadā saṃvartakāgninā
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,vayu,vayupurana	denāgninā vilīnāste parvatā bhuvi sarvaśaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	satyādekārṇave tasmin vāyunā yattu saṃhitāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	tatasteṣu prakīrṇeṣu lokodadhigirīṃstathā
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	viśvakarmā vibhajate kalpādiṣu punaḥ punaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,markandeyapurana,vayu,vayupurana	sasamudrāmimāṃ pṛthvīṃ saptadvīpāṃ saparvatām
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,padmapurana,sivapurana,vayu,vayupurana,visnupurana	bhūrādyāṃścaturo lokānpunaḥpunarakalpayat
brahmandapurana_khanda-1_u	ppl	agnipurana,brahmapurana,harivamsa,kirfel,lingapurana,markandeyapurana,sivapurana,vayu,vayupurana	brahmā svayaṃbhūrbhagavām sisṛkṣurvividhāḥ prajāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,vayu,vayupurana,visnupurana	sasarja sṛṣṭaṃ tadrūpaṃ kalpādiṣu yathā purā
brahmandapurana_khanda-1_u	ppl	agnipurana,kirfel,kurmapurana,lingapurana,mahabharata,markandeyapurana,nrsimhapurana,sivapurana,vayu,vayupurana,visnupurana	avidyā pañcaparvaiṣā prādurbhūtā mahātmanaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	pañcadhāvasthitaḥ sargo dhyāyata sābhimāninaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	sarvatastamasā caiva bījakuṃbhalatāvṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	bahirantaścāprakāśastathāniḥsaṃjña eva ca
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	yasmātteṣāṃ kṛtā buddhir duḥkhāni karaṇāni ca
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	tasmācca saṃvṛtātmāno nagā mukhyāḥ prakīrtitāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	mukhyasarge tadodbhūtaṃ dṛṣṭvā brahmātmasaṃbhavaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	tamobahutvātte sarve hyajñānabahulāḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,markandeyapurana,padmapurana,visnupurana	utpādyagrāhimaścaiva te 'jñāne jñānamāninaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,markandeyapurana,padmapurana,vayu,vayupurana,visnupurana	ahaṅkṛtā ahaṃmānā aṣṭāviṃśaddvidhātmikāḥ
brahmandapurana_khanda-1_u	ppl	kirfel	ekādaśandriyavidhā navadhātmādayastathā
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	aṣṭau tu tārakādyāśca teṣāṃ śaktivadhāḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,markandeyapurana,padmapurana,sivapurana,vayu,vayupurana,visnupurana	antaḥ prakāśāste sarve āvṛtāśca bahiḥ punaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	tiryak srotastu sṛṣṭvā vai dvitīyaṃ viśvamīśvaraḥ
brahmandapurana_khanda-1_u	ppl	kirfel,vayu,vayupurana	abhiprāyamathodbhūtaṃ dṛṣṭvā sargaṃ tathāvidham
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,markandeyapurana,padmapurana,sivapurana,vayu,vayupurana,visnupurana	tāḥ sukhaṃ prītibahulā bahirantaśca vāvṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,padmapurana,vayu,vayupurana,visnupurana	prakāśā bahirantaśca ūrddhasrotaḥprajāḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	ūrddhasrotaḥsu sṛṣṭeṣu deveṣu sa tadā prabhuḥ
brahmandapurana_khanda-1_u	ppl	kirfel	sargamanyaṃ simṛkṣustaṃ sādhakaṃ punarīśvaraḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	tasyābhidhyāyataḥ sargaṃ satyābhidhyāyinastadā
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,vayu,vayupurana	te ca prakāśabahulāstamaspṛṣṭarajodhikāḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,kirfel,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,vayu,vayupurana,visnupurana	tasmātte duḥkhabahulā bhūyobhūyaśca kārimaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,padmapurana,vayu,vayupurana,visnupurana	prakāśā bahirantaśca manuṣyāḥ sādhakāśca te
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	lakṣaṇairnārakādyaistairaṣṭadhā ca vyavasthitāḥ
brahmandapurana_khanda-1_u	ppl	kirfel	siddhātmāno manuṣyāste gandharvaiḥ saha dharmiṇaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,padmapurana,vayu,vayupurana	bhūtādikānāṃ sattvānāṃ ṣaṣṭhaḥ sargaḥ sa ucyate
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,markandeyapurana,padmapurana	svādanāścāpyaśīlāśca jñeyā bhūtādikāśca te
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,kurmapurana,lingapurana,markandeyapurana,padmapurana,saurapurana,sivapurana,vayu,vayupurana,visnupurana	tanmātrāṇāṃ dvitīyastu bhūta sargaḥ sa ucyate
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,kurmapurana,lingapurana,padmapurana,saurapurana,sivapurana,vayupurana,visnupurana	ityeta prākṛtāḥ sargā utpannā buddhipūrvakāḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,kurmapurana,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,saurapurana,sivapurana,vayu,vayupurana,visnupurana	mukhyasargaśca turthastu mukhyā vai sthāvarāḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,kurmapurana,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,saurapurana,sivapurana,vayu,vayupurana,visnupurana	tatrorddhasrotasāṃ sargaḥ saptamaḥ sa tu mānuṣaḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,sivapurana,vayu,vayupurana,visnupurana	aṣṭamonugrahaḥ sargaḥ sāttvikastāmasaśca saḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,garudapurana,kirfel,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,vayu,vayupurana,visnupurana	pañcaite vaikṛtāḥ sargāḥ prākṛtādyāstrayaḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	garudapurana,kirfel,lingapurana,markandeyapurana,nrsimhapurana,padmapurana,vayu,vayupurana,visnupurana	prākṛto vaikṛtaścaiva kaumāro navamaḥ smṛtaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	sthāvareṣu viparyāsastiryagyoniṣu śaktitaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	siddhātmāno manuṣyāstu puṣṭirdeveṣu kṛtsnaśaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,sivapurana,vayu,vayupurana	atho sasarja vai brahmā mānasānātmanaḥ samān
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	asṛṣṭvaiva prajāsargaṃpratisargaṃ tatastataḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayupurana	brahmā teṣu vyarakteṣu tato 'nyānsā dhakānsṛjan
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,mahabharata,vayu,vayupurana	āpo 'gniḥ pṛthivī vāyurantarikṣo divaṃ tathā
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	auṣadhīnāṃ tathātmāno hyātmano vṛkṣavīrudhām
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	latāḥ kāṣṭhāḥ kalāścaiva muhūrtāḥ saṃdhirātryahāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayu,vayupurana	arddhamāsāśca māsāśca ayanābdayugāni ca
brahmandapurana_khanda-1_u	vayubd	lingapurana,vayu,vayupurana	sthāne srotaḥsvabhīmānāḥ sthānākhyāścaiva te smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel	sthānātmanaḥ sa sṛṣṭvā tu tato 'nyānsa tadāsṛjat
brahmandapurana_khanda-1_u	ppl	kirfel	devāṃścaiva pitṝṃścaiva yaurimā varddhitāḥ prajāḥ
brahmandapurana_khanda-1_u	ppl	agnipurana,bhavisyapurana,harivamsa,kirfel,mahabharata,matsyapurana,sivapurana,skandapurana,vayu,vayupurana	bhṛgvaṅgirā marīciśca pulastyaḥ pulahaḥ kratuḥ
brahmandapurana_khanda-1_u	ppl	kirfel	dakṣo 'triśca vasiṣṭhaśca sāsṛjannava mānasān
brahmandapurana_khanda-1_u	ppl	agnipurana,bhavisyapurana,brahmapurana,harivamsa,kirfel,kurmapurana,lingapurana,mahabharata,markandeyapurana,nrsimhapurana,padmapurana,sivapurana,skandamahapurana,vayu,vayupurana,visnupurana	nava brahmāṇa ityete purāṇe niścayaṃ gatāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	brahmā yathātmakānāṃ tu sarveṣāṃ brahmayoginām
brahmandapurana_khanda-1_u	ppl	kirfel	so 'sṛjadvyavasāyaṃ tu brahmā bhūtaṃ sukhātmakam
brahmandapurana_khanda-1_u	ppl	kirfel,kurmapurana,lingapurana,vayupurana	prāṇāddakṣo 'sṛjadvācaṃ cakṣurbhyāṃ ca marīcinam
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	bhṛguśca hṛdayājjajñe ṛṣiḥ salilayoninaḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	śirasaścāṅgirāścaiva śrotrādatristathaiva ca
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	samānato vasiṣṭhaśca hyapānānnirmame kratum
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,sivapurana,vayu,vayupurana	ityete brahmaṇaḥ śreṣṭhāḥ putrā vai dvādaśa smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana	dharmādayaḥ prathamajā vijñeyā brahmamaḥ smṛtāḥ
brahmandapurana_khanda-1_u	ppl	kirfel,lingapurana,vayu,vayupurana	bhṛgvādayastu ye sṛṣṭā na ca te brahmavādinaḥ
brahmandapurana_khanda-1_u	ppl	kirfel	dvādaśaite prasūyante saha rūdreṇa ca dvijāḥ
brahmandapurana_khanda-1_u	ppl	harivamsa,kirfel,lingapurana,vayu,vayupurana	tāpubhau yogadharmāṇāvāropyātmānamātmanā
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,lingapurana,sivapurana,vayu,vayupurana	teṣāṃ dvādaśa te vaṃśā divyā devagāṇānvitāḥ
brahmandapurana_khanda-1_u	ppl	brahmapurana,harivamsa,kirfel,lingapurana,sivapurana,vayu,vayupurana	kriyāvantaḥ prajāvanto maharṣibhiralaṅkṛtāḥ
