unit	class	families	line
vayupurana_06_prthu-and-prajapati-lineages_iast	other	bhagavatapurana,skandapurana	bhidyamānastadā garbho vajreṇa śataparvaṇā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ruroda sasvaraṃ bhīmaṃ vepamānaḥ punaḥ punaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,sivapurana,visnupurana	mārodīriti taṃ garbhaṃ śakraḥ punarabhāṣata
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	taṃ garbhaṃ saptadhābhūtaṃ hyekaikaṃ saptadhā punaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	ramayana,vayu	niṣpapātodarādvajrī māturvacanagauravāt
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,ramayana	sahasrākṣaṃ tato vākyaṃ māturnayanamabravīt
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,ramayana,vayu	mamāparādhādgarbho'yaṃ yadi te viphalīkṛtaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	nāparādho'sti deveśa ṛṣiputra mahābala
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	śatrorvadhe na doṣo'sti tena tvāṃ na śapāmi bhoḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	bhavantu mama putrāṇāṃ sapta sthānāni vai divi
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	marutaśceti vikhyātā gaṇāste sapta saptakāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	some tṛtīyo vijñeyaścaturtho jyotiṣāṃ gaṇe
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	graheṣu pañcamaścaiva ṣaṣṭhaḥ saptarṣimaṇḍale
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	tānyete vicarantvadya kāle kāle mamātmajāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	vātaskandhānimān bhūtvā carantu mama putrakāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	carantu mama putrāste prathamaścaratāṅgaṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	dvitīyaścāpi medhyebhya āsūryāt pravahastu yaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel	vātaskandhaṃ dvitīyantu dvitīyaścaratāṅgaṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel	vātaskandhantu taṃ prāhustṛtīyaścaratāṅgaṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	caturtho mama putrāṇāṃ gaṇastu caratāṃ vibho
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	etat sarvaṃ carantvete kāle kāle mamātmajāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	tatasteṣāntu nāmāni mātāputrau pracakratuḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	gaṇa eṣa dvitīyastu tṛtīyaṃ me nibodhata
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	kṛtaḥ satyo dhruvo dharttā vidhārayaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	abhiyuḥ sakṣipaścaivamāhvayaśca gaṇaḥ smṛtaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	īdṛkū caiva tathānyādṛk yādṛk ca pratikṛttathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	samitiścaiva saṃrambhaśca tathā gaṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	īdṛk ca puruṣaścaiva anyādṛkṣācca cetasaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	samitāsamitadṛkṣācca pratidṛkṣācca vai guṇāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,nilamatapurana,vayu	ete hyeko napañcāśanmaruto nāmataḥ smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	prasaṃkhyātāstathā tābhyāṃ dityā candreṇa caiva hi
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	śrutvā teṣāntu nāmāni ditirindramuvāca ha
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,devibhagavatapurana,kalikapurana,kirfel,lingapurana,mahabharata,markandeyapurana,nilamatapurana,padmapurana,ramayana,sivapurana,skandamahapurana,skandapurana,vamanapurana,vayu	tasyāstadvacanaṃ śrutvā sahasrākṣaḥ purandaraḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,mahabharata,padmapurana,ramayana,vayu	uvāca prāñjalirbhūtvā mātarbhavatu tattathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	devabhūtā mahātmānaḥ kumārā devasaṃmatāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	devaiḥ saha bhaviṣyanti yajña bhājastathātmajāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	tasmātte maruto devāḥ sarve cendrānujāmarāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	vijñeyāścāmarāḥ sarve ditiputrāstapasvinaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,ramayana,vayu	evaṃ tau niścayaṃ jñātvā mātāputrau tapodhanau
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel	jagmatustridivaṃ hṛṣṭau śakro'pi tridivaṃ gataḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	marutāṃ hi śubhaṃ janma śrṛṇuyādyaḥ paṭeta vā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	iti śrīmahāpurāṇe vāyuprokte kaśyapīyaprajāsargo nāma ṣaṣṭo'dhyāyaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,harivamsa,kirfel,vayu	abhavan danuputrāstu vaṃśe khyātā mahāsurāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,vayu	vipracittipradhānāste śataṃ tīvraparākramāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	satyasandhāḥ parākrāntāḥ krūrā māyāvinaśca te
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	mahābalā ayajvāno hyabrahmaṇyāśca dānavāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	kīrttyamānānmayā sarvān prādhānyena nibodhata
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,matsyapurana,vayu	dvimūrddhā śaṅkuvarṇaśca tathā śaṅkunirāmayaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	śaṅkukarṇo mahāviśvo gaveṣṭirdundubhistathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	marīcirakṣakaścaiva mahāgārgyo'ṅgirāvṛtaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	vikṣobhyaśca suketuśca suvīryaḥ suhṛdastathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	agnipurana,brahmandapurana,brahmapurana,garudapurana,harivamsa,kirfel,vayu,visnupurana	ekacakraḥ subāhuśca tārakaśca mahābalaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,sivapurana,vayu	vaiśvānaraḥ pulomā ca pravīṇo'tha mahāśirāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,garudapurana,kirfel,skandapurana,vayu	svarbhānurvṛṣaparvā ca muṇḍakaśca mahāsuraḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,vayu	dhṛtarāṣṭraśca sūryaśca candra indraśca tāpinaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	sūkṣmaścaiva nicandraśca ūrṇanābho mahāgiriḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	asilomā sukeśaśca sadaśca balako daśa
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel,skandapurana,vayu	tathā gaganamūrddhā ca kumbhanābhā mahodaraḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	harivamsa,kirfel,matsyapurana,vayu	pramodāhaśca kupatho hayagrīvaśca vīryavān
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	asuraśca virupākṣaḥ supatho'tha mahāsuraḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	ajo hiraṇmayaścaiva śatamāyuśca śambaraḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,harivamsa,kirfel,mahabharata,vayu	śarabhaḥ śalabhaścaiva sūryācandramasāvubhau
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	asurāṇāṃ surāvetau surāṇāṃ sāmpratāvimau
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,mahabharata,vayu	iti putrā danorvaṃśāḥ pradhānāḥ parikīrtitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	ityete tvasurāḥ proktā daiteyā dānavāśca ye
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	ime tu vaṃśānugatā danoḥ putrāstu ye smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel	ekākṣa ṛṣabho'riṣṭaḥ prabandhanarakāvapi
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	indrabādhanakeśī ca meruḥ śambo'tha dhenukaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	gaveṣṭiśca gavākṣaśca tālaketuśca vīryavān
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	ete manuṣyadharmāstu danoḥ putrā mayā smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,ramayana,sivapurana,vayu	daityadānavasaṃharṣe jātā bhīmaparākramāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,sivapurana,skandapurana,vayu	saiṃhikeyā iti khyātāścaturddaśa mahāsurāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	anulomaḥ śuciścaiva vātāpiśca sitāṃśukaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	rāhurjyaṣṭhastu teṣāṃ vai candrasūryapramardanaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,ramayana,vayu	ityete siṃhikāputrā devairapi durāsadāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	dāruṇābhijanāḥ krūrāḥ sarve brahmadviṣaśca te
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	daśānyāni sahasrāṇi saiṃhikeyo gaṇaḥ smṛtaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	agnipurana,brahmandapurana,brahmapurana,harivamsa,kirfel,padmapurana,sivapurana	upadānavī yamasyāpi śarmiṣṭā vārṣa parvaṇī
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	prabhāyā nahuṣaḥ putro jayantaśca śacīsutaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	puruṃjajñe'tha śarmiṣṭā duṣmantamupadānavī
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,garudapurana,harivamsa,kirfel,sivapurana,vayu,visnupurana	tābhyāṃ putrasahasrāṇi ṣaṣṭirdānavapuṅgavāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,kirfel,sivapurana,vayu	caturdaśa tathānyāni hiraṇyapuravāsinām
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	bhagavatapurana,brahmandapurana,brahmapurana,harivamsa,kirfel,sivapurana,vayu,visnupurana	paulomāḥ kālakeyāśca dānavāḥ sumahābalāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	avadhyā dānavānāṃ te nihatāḥ savyasācinā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,kurmapurana,vayu	māyāvī dundubhiścaiva vṛṣaśca mahiṣastathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	bāliko vajrakarṇaśca kanyā mandodarī tathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	bhagavatapurana,brahmandapurana,kirfel,vayu	daityānāṃ dānavānāñca sarga eṣa prakīrttitaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,harivamsa,kirfel,sivapurana,vayu	danāyuṣāyāḥ putrāstu smṛtāḥ pañca mahābalāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	viṣasya tvabhavan putrāścatvāraḥ krūrakarmaṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	śrāddhahā yajñahā caiva brahmahā paśuhā tathā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	krāntā danāyuṣāputrā vṛtrasyāpi nibodhata
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	jajñire śvasanāddhorādvṛtrasyendreṇa yudhyataḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	bharttāro manasā khyātā rākṣasāḥ sumahābalāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	śataṃ tāni sahasrāṇi mahendrānucarāḥ smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	sarve brahmavidaḥ saumyā dhārmikāḥ sūkṣmamūrttayaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	bhagavatapurana,brahmandapurana,kirfel,vayu	daityānāṃ dānavānāñca sarga eṣa prakīrttitaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel	sattvanaḥ satvātmakaścaiva kalāpaścaiva vīryavān
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	kirfel,mahabharata	kṛtavīryo brahmacārī supāṇḍuścaiva saptamaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kalikapurana,kirfel,mahabharata,vayu	ityete devagandharvā vijñeyāḥ parikīrttitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	iti śrīmahāpurāṇe vāyuprokte kaśyapīyaprajāsargo nāma saptamo'dhyāyaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,mahabharata,vayu	gandharvāpsarasaḥ puṇyā mauneyāḥ parikīrttitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,lingapurana,vayu	dhṛtarāṣṭraḥ pulomā ca sūryavarccāstathaiva ca
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	trayodaśo bhramiśirāḥ parjanyaśca caturdaśaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	kaliḥ pañcadaśaśvaiva nāradaścaiva ṣoḍaśaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kalikapurana,kirfel,mahabharata,vayu	ityete devagandharvā mauneyāḥ parikīrttitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	catustriṃśadyavīyasyasteṣāmapsarasaḥ śubhāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	miśrakeśī tathā śācī parṇinī vāpyalambuṣā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	mārīcī putrikā caiva vidyudvarṇā tilottamā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	harivamsa,mahabharata,matsyapurana,vayu	adrikā lakṣaṇā caiva devī rambhā manoramā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	puṇḍarīkā sugandhā ca sudantā surasā tathā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,mahabharata,vayu	gandharvāpsaraso hyetā mauneyāḥ parikīrtitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	gandharvāṇāṃ duhitaro mayā yāḥ parikīrttitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,brahmapurana,devibhagavatapurana,garudapurana,lingapurana,mahabharata,markandeyapurana,nrsimhapurana,sivadharmasastra,sivapurana,skandamahapurana,skandapurana,vayu	tatreme suyaśāputrā mahābalaparākramāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	bhavisyapurana,brahmandapurana,mahabharata,matsyapurana,vayu,visnupurana	pracetasaḥ sutā yakṣāsteṣāṃ nāmāni me śrṛṇu
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	utpāditā mahāvīryā mahāgandharvanāyakāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	other	sivapurana	vikramaudāryasampannā mahābalaparākramāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	other	bhagavatapurana,bhavisyapurana,devipurana,lingapurana,mahabharata,matsyapurana,nrsimhapurana,padmapurana,sivapurana,skandamahapurana	teṣāṃ nāmāni vakṣyāmi yathāvadanupūrvaśaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,kirfel,vayu	nāmāni kīrttyamānāni śrṛṇudhvaṃ me vivakṣataḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	other	bhagavatapurana	hariṣeṇaḥ suṣeṇaśca vāriṣeṇaśca vīryavān
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ṣaṣṭhastu tumburusteṣāṃ tato viśvāvasuḥ smṛtaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	other	harivamsa	imāścāpsaraso divyā vihitāḥ puṇyalakṣaṇāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,vayu	suṣuve'ṣṭau mahābhāgā variṣṭā devapūjitāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	other	mahabharata	anavadyāmanavaśāmanvatāṃ madanapriyām
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,mahabharata	arūṣāṃ subhagāṃ bhāsī mariṣṭā'ṣṭau vyajāyata
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	pañcacūḍāstvimā divyā daivikyo'psaraso daśa
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	menakā sahajanyā ca parṇinī puñjikasthalā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,harivamsa,mahabharata,vayu	ghṛtasthalā ghṛtācī ca viśvācī pūrvacītyapi
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	anādinidhanasyātha jajñe nārāyaṇasya yā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ūroḥ sarvānavadyāṅgī urvaśyekādaśī smṛtā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	sarvāśca brahma vādinyo mahāyogāśca tāḥ smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	gaṇā apsarasāṅkhyātāḥ puṇyāste vai caturddaśa
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	āhūtāḥ śobhayantaśca gaṇā hyete caturddaśa
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	brahmaṇo mānasāḥ kanyāḥ śobhayantyo manoḥ sutāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	vegavantyastvariṣṭāyā ūrjjāyāścāgnisambhavāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	āyuṣmantyaśca sūryasya raśmijātāḥ subhā svarāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	vārijā hyamṛtotpannā amṛtā nāmataḥ smṛtāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	vāyūtpannā mudā nāma bhūmijātā bhavāstu vai
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	vidyutaśca ruco nāma mṛtyoḥ kanyāśca bhairavāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	śobhayantyaḥ kāmaguṇā gaṇāḥ proktāścaturddaśa
vayupurana_06_prthu-and-prajapati-lineages_iast	other	bhavisyapurana,brahmapurana,devibhagavatapurana,ramayana	tathā yamasya duhitā rūpayauvanaśālinī
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ityete bahusāhasraṃ bhāsvarā hyapsarogaṇāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,brahmapurana,harivamsa,vayu	devatānāmṛṣīṇāñca patnyastā mātaraśca ha
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	sugandhāścampavarṇāśca sarvāścāpsarasaḥ samāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	tayoryavīyasī caiva tṛtīyārandhatī smṛtā
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,harivamsa,kirfel,mahabharata,sivapurana,vayu	vinatāyāstu putrau dvāvaruṇo garuḍaśca ha
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	gāyatryādīni cchandāṃsi sauparṇeyāśca pakṣiṇaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	ityevāhāni sarvāṇi dikṣu sannihitāni ca
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,kurmapurana,ramayana,sivapurana,vayu,visnupurana	anekaśirasāṃ teṣāṃ khecarāṇāṃ mahātmanām
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	bahudhānāmadheyānāṃ prāyaśastu nibodhata
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	agnipurana,brahmandapurana,brahmapurana,garudapurana,harivamsa,kirfel,markandeyapurana,sivapurana,vayu,visnupurana	teṣāṃ pradhānanāgāśca śeṣavāsukitakṣakāḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,mahabharata,sivapurana,vayu	mahākarṇo mahānīlo dhṛtarāṣṭrabalāhakau
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	śilīmukho dadhimukhaḥ kālīyaḥ śālipiṇḍakaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	kapilaścāmbarīṣaśca dhṛtapādaśca kacchapaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	ppl	brahmandapurana,brahmapurana,harivamsa,kirfel,sivapurana,vayu	nahuṣaḥ khararomā ca maṇirityevamādayaḥ
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	kādraveyā mayā khyātāḥ khaśāyāṃstu nibodhata
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	jyeṣṭhaṃ paścimasaṅkhyāyāṃ pūrvasyāṃ manujāstathā
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	vayu	vilohitaṃ vikarṇañca pūrvaṃ sā'janayat sutam
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	caturbhujaṃ catuṣpādaṃ dvimūrddhānaṃ dvidhāgatim
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	sarvāṅgakeśaṃ sthūlāṅgaṃ tuṅganāsaṃ mahodaram
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	sthūlaśīrṣaṃ mahākarṇaṃ muñjākeśaṃ manoratham
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	hastyoṣṭhaṃ dīrghajaṅghañca aśvadaṃṣṭraṃ mahāhanum
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana	raktajihvaṃ jaṭākṣañca sthūlāsyaṃ dīrghanāsikam
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	guhyakaṃ śitikarṇañca mahānandaṃ mahāmukham
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	evaṃvidhaṃ khaśāputraṃ vijajñe sā'tibhīṣaṇam
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	tasyānujaṃ dvitīyantu khaśā caiva vyajāyata
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	triśīrṣañca tripādañca trihastaṃ kṛṣṇalocanam
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ūrddhvakeśaṃ haricchmaśruṃ śilāsaṃhananaṃ dṛḍham
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,brahmapurana,harivamsa,vayu	hrasva kāyaṃ subāhuñca mahākāyaṃ mahābalam
vayupurana_06_prthu-and-prajapati-lineages_iast	vayubd	brahmandapurana,vayu	ākarṇadāritāsyañca lambabhrūṃ sthūlanāsikam
