"","000_vivarana_unsandhied","001_LalitaBhasya_segmented_complete","002_Pseudosankara_Sanatsujatiya_segmented_complete","003_Pseudosankara_SvUBh_segmented_complete","004_Pseudosankara_Visnusahasranama_unsegmented_complete","005_Sankara_Adhyatmapatala_segmented_complete","006_Sankara_ AiUBh_segmented_complete","007_Sankara_BhGBh_segmented_complete","008_Sankara_IUBh_segmented_complete","009_Sankara_KeUBh_segmented_complete","010_Sankara_KeUBhVakya_segmented_complete","011_Sankara_ChUBh_segmented_complete","012_Sankara_KaUBh_segmented_complete","013_Sankara_ManUBh_segmented_complete","014_Sankara_MunUBh_segmented_complete","015_Sankara_NrsTBh_segmented_complete","016_Sankara_PrasUBh_segmented_complete","017_YSBhV_unsegmented_excerpt","018_HastaBh_HastaBh_segmented_complete","Abhinavagupta_IsvPrV_segmented_complete","Abhinavagupta_Paramarthasara_segmented_complete","Abhinavagupta_Tantraloka_segmented_complete","Annambhatta_Tarkasamgraha_segmented_complete","Asanga_Abhidharmasmuccaya_segmented_complete","Bhaskara_BhGBh_segmented","Candrakirti_Bodhisattvayogacaracatuhsatakatika_segmented_complete","Candrakirti_Prasannapada_segmented_complete","Dharmakirti_Hetubindu_segmented","Dharmakirti_Nyayabindu_segmented","Dharmakirti_Pramanavartika_segmented_complete","Dharmakirti_Vadanyaya_segmented","Gangesa_Tattvacintamani_segmented","Jayarasi_Tattvopaplavasimha_segmented_complete","Kamalasila_Bhavanakrama_segmented_complete","Kamalasila_Madhyamakaloka_segmented_complete","Kavirajayati_Samkhyatattvapradipa_segmented_complete","Kumarila_MimSV5.4-9_segmented","Kumarila_Tantravartika2.2.1-4_segmented","Madhusudana_Advaitasiddhi_segmented_complete","Madhusudana_Siddhantabindu_segmented_complete","Madhva_Anuvyakhyana_segmented_complete","Mandana_Brahmasiddhi_prose","Mandana_Karikas_complete","Mandana_Vibhramaviveka_segmented_complete","Mathara_Matharavrtti_segmented_complete","Nagarjuna_MMK_segmented_complete","Nagarjuna_SuSapt_segmented_complete","Nagarjuna_VigV_segmented_complete","Nagarjuna_YuktSast_segmented_complete","Padmapada_Pancapadika_segmented_complete","Prasastapada_Padarth_segmented_complete","Ramanuja_BhGBh_segmented_complete","Ramanuja_Sribhasya_segmented_part","Ramanuja_Vedarth_segmented_complete","Sabara_MimSBh_segmented_1_7","Sadananda_Vedantasara_segmented_complete","Samkhyaparibhasa_segmented_complete","Sankara_BAUBh_segmented_complete","Sankara_bsbh_unsandhied","Sankara_IUBh_segmented_complete","Sankara_KaUBh_segmented_complete","Sankara_KeUBh_segmented_complete","Sankara_KeUBhVakya_segmented_complete","Sankara_ManUBh_segmented_complete","Sankara_MunUBh_segmented_complete","Sankara_PrasUBh_segmented_complete","Sankara_TaittUBh_segmented_complete","Sankara_Upad_Gadya_segmented_complete","Sarvamatasamgraha_segmented_complete","Sthiramati_Tvbh_segmented_complete","Suresvara_BAUBhV_segmented_Arthabhaga_Ajatasatru_Maitreyi","Suresvara_Naiskarmyasiddhi_segmented_complete","Suresvara_TaittUBhV_segmented_complete","Totaka_Sruti_segmented_complete","Udayana_Nyayakusumanjali_segmented_complete","Udayana_Nyayavarttikatatparyaparisuddhi_segmented_1.1_1.2","Vacaspati_Bhamati_segmented_complete","Vacaspati_Nyayasutravarttikatatparyatika_segmented_complete","Vasubandhu_AbhidhKBh_segmented_complete","Vasubandhu_Madhyantavibhagakarikabhasya_segmented_complete","Vasubandhu_MahaySABh_segmented_complete","Vasubandhu_VimsatikaKVr_segmented_complete copy","Vatsyayana_Nyayasutrabhasya_segmented_complete","Vedantaparibhasa_segmented_complete","Venkathanatha_Nyayaparisuddhi_segmented","Vijnanabhiksu_Samkhyasara_segmented_complete","Vimuktatman_Istasiddhi_segmented","Yamuna_ Isvarasiddhi_segmented","Yamuna_Atmasiddhi_segmented_complete","Yamuna_Samvitsiddhi_segmented_complete","Yuktidipika_segmented_complete"
"010_Sankara_KeUBhVakya_segmented_complete",0.93822284845401,0.657979777401791,0.757850467175762,0.70678989453678,0.610083141489848,0.776189763240021,0.784859521949183,0.787627338881815,0.849276796645472,0.83965807517414,0,0.813149255578122,0.716804112435403,0.919417501713711,0.802717312569982,0.642140320756968,0.875910237184092,0.908587295330126,0.896719187208193,0.863512477746057,0.537097340496201,0.62252155768255,0.761056802524822,0.721204096416556,0.732936753703965,0.946260193697967,1.03967754814124,1.11824748375637,0.919558731158104,0.70657628261399,0.858024510169008,0.775848687214208,0.880461160252128,0.674685141296062,0.917109656119612,0.735330400571239,0.896697252018333,0.809032169137585,0.872970011120077,0.796320633177291,0.72649367464141,0.858633337038125,0.764332624922989,0.684364578738657,0.885606133277152,0.643992911894933,0.603891858374914,1.01091304261016,0.577850190621846,0.815633458114118,0.774481367925546,0.732534723383171,0.739147832502818,0.897433489782369,1.35200055966692,0.862321183323087,0.705387637566616,0.80445650978012,0.982984936443373,0.849276796645472,0.716804112435403,0.83965807517414,0,0.919417501713711,0.802717312569982,0.875910237184092,0.725752237705317,0.777323070582323,0.823373000192972,0.748425770911883,0.700735251898094,0.767961887089614,0.673823061472247,0.774565836657949,1.0127765897922,1.4553465537451,1.04987334274212,1.31936609420169,0.750382875733958,0.758395898272927,0.697694561095175,0.701458696486491,0.864682401728982,0.972689044915316,0.749010117221146,0.686679615967013,0.955075826854757,0.745177020928616,0.916703547701393,0.732787677822923,0.927316575261421
"011_Sankara_ChUBh_segmented_complete",0.526005761726304,0.576552339223336,0.544497292724553,0.538170810024318,0.46318217564486,0.603644839228016,0.563068466912385,0.394253659724406,0.591056390135569,0.587878291644849,0.813149255578122,0,0.471268414772281,0.516497677474329,0.59088466466941,0.43439173630264,0.634192309707661,0.75565320854962,0.949468770793412,0.633520136328181,0.508036961342504,0.433947836973025,0.677293309459866,0.566981143619223,0.463090989592472,0.746391548633837,0.856718976239759,1.06857781215738,0.960595041669388,0.500313424560826,0.755198593783028,0.854684296860693,0.838572063619725,0.480881119306591,0.762017426141515,0.691574414469627,0.737420004859737,0.673931462946552,0.925181373701055,0.782139426755511,0.546979546459657,0.736858747897837,0.653524283185532,0.608319665434691,0.722168393897394,0.544476637925793,0.550158105089542,0.838863642842459,0.516690100349518,0.555733520263176,0.694215674937598,0.451563862730986,0.458038677881886,0.688015020418181,1.00534227653999,0.821908806329881,0.669426969507353,0.389807762795309,0.548544273766514,0.591056390135569,0.471268414772281,0.587878291644849,0.813149255578122,0.516497677474329,0.59088466466941,0.634192309707661,0.542553641176486,0.865414186965426,0.829437090469265,0.62255239755623,0.446527895778735,0.618393476919147,0.523809551337419,0.731767323451259,0.892229832786012,1.2553030223769,0.72167343891083,0.949280719496159,0.655421467757174,0.685168535714645,0.600675272114068,0.6309619527177,0.619593748653648,0.920956351142813,0.625656603106157,0.641951365259559,0.869091997607997,0.919433983306757,0.85931528405422,0.713674321365839,0.729751218255785
"012_Sankara_KaUBh_segmented_complete",0.646300665830852,0.573586468307672,0.499206214317021,0.516958794925989,0.417834734594097,0.64518439575255,0.622588213491086,0.437246707800978,0.670530834871647,0.660397852045374,0.716804112435403,0.471268414772281,0,0.612728139405243,0.615572507824453,0.449319333424301,0.616606442239877,0.839972928525556,0.945910503937017,0.671448898812995,0.452644420628253,0.441695931923121,0.562180004951328,0.518203691732306,0.506275385501087,0.758795127970419,0.877495390920704,1.01097158895376,0.84210088902269,0.497117001989994,0.783789404543416,0.888806313804623,0.817551998579417,0.456965281100244,0.78735647290805,0.654822894974202,0.704207948767892,0.732911159703154,0.961112378536155,0.765875050782843,0.569819693390914,0.725494461717758,0.64054187908509,0.48031225164122,0.741535893574545,0.492462197609722,0.490269461964299,0.898667447583559,0.465629059671304,0.658638278818886,0.603811644504547,0.519217246368055,0.52202128150329,0.734973716800657,1.08749095163236,0.741495445737055,0.516989404969532,0.523685301603645,0.767475037968723,0.670530834871647,0,0.660397852045374,0.716804112435403,0.612728139405243,0.615572507824453,0.616606442239877,0.577946322349352,0.708776173174734,0.762794826697568,0.583934449877078,0.506384838085624,0.67438860236661,0.471555653543373,0.725510296604382,0.966554180304068,1.32826462192931,0.801457957825723,0.990727664999398,0.617322887378169,0.622040585255073,0.573910326103822,0.645062140232214,0.551288622726959,0.910117000004679,0.68325166146402,0.565131850682647,0.900122262118443,0.854160806799463,0.892511937697482,0.688682073252347,0.655333254593202
"013_Sankara_ManUBh_segmented_complete",0.681424704985673,0.807517023807149,0.68574559915344,0.702477429392866,0.662259878618619,0.778517334809721,0.725607197340315,0.584885406643947,0.758485982772744,0.855509221490536,0.919417501713711,0.516497677474329,0.612728139405243,0,0.75390828849883,0.706505243491876,0.812873740882575,0.850314678648878,1.01127325531413,0.614883365591605,0.698905135348755,0.638878405169543,0.896294031690586,0.693881820701573,0.627756888359777,0.854135283455334,0.967408545663142,1.09975258487589,1.00468467640538,0.641292522435492,0.866520891105208,0.925973203304254,0.983409789089694,0.657481172975948,0.732071073357812,0.820657707887929,0.820686106920904,0.875128181211149,1.04978718815247,0.922480030851022,0.705985301389793,0.821312918999235,0.830932587120686,0.806137903204261,0.917987480822391,0.723833927464948,0.732790744327473,0.928684785421723,0.70791095217366,0.72876884659771,0.826744959164478,0.688034540487263,0.684792575109163,0.855246185423316,1.17731863684506,1.04619815557026,0.840695010141278,0.61629298094448,0.724215650171193,0.758485982772744,0.612728139405243,0.855509221490536,0.919417501713711,0,0.75390828849883,0.812873740882575,0.604888433661767,0.923576723402095,0.896537557455633,0.731695288828222,0.571519063304545,0.746607149818155,0.674692982822146,0.934415550184031,0.962238397192121,1.21001909850657,0.850526207117833,0.969691310860579,0.767323966798862,0.85627294140958,0.776478230245525,0.798064475647543,0.802343807030095,1.06022723872209,0.775860635886715,0.742419928640579,0.863582958084929,1.01972155922323,0.95086163491786,0.866378917869857,0.793020485099489
"014_Sankara_MunUBh_segmented_complete",0.767918265981549,0.671087753346098,0.748626997411204,0.756136916807704,0.553615044922764,0.634775518955325,0.584255655499799,0.550659801139517,0.605903574270001,0.669582797693858,0.802717312569982,0.59088466466941,0.615572507824453,0.75390828849883,0,0.559057446157906,0.647706181176237,0.894222720580537,0.923261183570187,0.83235120158155,0.541909674473624,0.569180405977941,0.744955272238677,0.644878989885981,0.668390595010613,0.947530376356581,1.07445911870358,1.05872424814662,0.962231243759989,0.611390545307986,0.886986441494434,0.914481354968411,0.846750772470356,0.651796265394958,0.955727235467461,0.773846551604395,0.731725786768279,0.75203294343106,1.04617755048672,0.896040757585328,0.641992597515545,0.828567504186829,0.664702346090664,0.629221639626578,0.792626754143686,0.616285307808436,0.57496601688248,0.97013108018829,0.567871079067227,0.70027116890345,0.856332176230168,0.683154647104383,0.68889536002238,0.830749229583549,1.14640368462934,0.905979676071461,0.703613983276373,0.586292559781943,0.859272732323748,0.605903574270001,0.615572507824453,0.669582797693858,0.802717312569982,0.75390828849883,0,0.647706181176237,0.67616664394631,0.751210935364538,0.789726911253695,0.733072238721113,0.574180610713052,0.735692897629022,0.576414027020848,0.81736287021943,1.0885438541076,1.44874026766246,0.98019167675274,1.15519517569926,0.724012937425985,0.695468852613289,0.665443632392033,0.647608861611723,0.775909834165782,0.949172301217448,0.770127352872534,0.737127849734375,1.00876971471514,0.932162477315274,0.94663929523651,0.679737347813454,0.871863991400318
"015_Sankara_NrsTBh_segmented_complete",0.68180628608809,0.442538813535855,0.459985155448515,0.458087925384662,0.366849994196861,0.573177812831433,0.58317035217851,0.467773349295961,0.588408569591369,0.549793106382629,0.642140320756968,0.43439173630264,0.449319333424301,0.706505243491876,0.559057446157906,0,0.648723690594765,0.847700249420215,0.787012569200925,0.608496692188787,0.271771322379693,0.26517561433891,0.442768265574837,0.406054123553804,0.446544025044124,0.680758052629455,0.807471609485143,0.969902424524107,0.810515715918794,0.399551979403996,0.658119198721784,0.697925912662711,0.670912732627683,0.348824099641407,0.735832126318847,0.554134545488515,0.569634029264602,0.602269060048817,0.859086310353208,0.650782597378335,0.423216837598173,0.690982094522468,0.482299514134741,0.356178589641293,0.615648588712831,0.355190202377749,0.313284337417849,0.747204972250135,0.2756658856401,0.601790620449139,0.590398252376391,0.441942783656234,0.447721409556516,0.625479377855194,0.99092274807305,0.655791405487233,0.41794539994613,0.511049870505878,0.714961989585738,0.588408569591369,0.449319333424301,0.549793106382629,0.642140320756968,0.706505243491876,0.559057446157906,0.648723690594765,0.496606192882778,0.755516879177662,0.711170724580894,0.521851734633397,0.395333120294446,0.530323752063877,0.366464098824505,0.551408600685146,0.853959843182834,1.28686805519125,0.766329297207001,0.972936230558983,0.515771952568138,0.513561575635623,0.481417629040365,0.5230928426129,0.60050227834949,0.833774016262213,0.586700480221585,0.519987404873318,0.770986260612771,0.766542698673214,0.745190966885515,0.512409686686478,0.697244523266978
"016_Sankara_PrasUBh_segmented_complete",0.780865062520499,0.744466417297961,0.776096761232624,0.770222798409517,0.570587207769511,0.768566636410519,0.712049206418492,0.658606765445477,0.778147550346974,0.779869814993307,0.875910237184092,0.634192309707661,0.616606442239877,0.812873740882575,0.647706181176237,0.648723690594765,0,0.860046806781232,1.02110149688435,0.79243852611377,0.631563434266996,0.613647691389631,0.761891534917677,0.669640563647158,0.721910141481885,0.88844671785728,1.04571765605206,0.993690223742891,0.960055393260309,0.644395066832688,0.860556684901656,0.955134301755061,0.913559107840481,0.63330308496586,0.878325215996701,0.775394527698105,0.706642520741609,0.835499581101399,1.01800551267743,0.887836909807515,0.68955624942607,0.892852758486798,0.81886787752757,0.722647910892596,0.84099489341194,0.68504965336842,0.651703212554232,1.02407520723387,0.64460827473898,0.799741944638781,0.776621507141243,0.741116252573309,0.739735261128287,0.857887464390475,1.30328471406399,0.88562231906478,0.754348673469832,0.626985230517981,0.873481290221553,0.778147550346974,0.616606442239877,0.779869814993307,0.875910237184092,0.812873740882575,0.647706181176237,0,0.604933950389579,0.916113026566973,0.877671906772856,0.714842139651375,0.623571100882399,0.815952948255978,0.635268029506042,0.892878495221053,1.00803655960873,1.39085448505257,0.991776918213481,1.11263550365673,0.703714899458252,0.725155076006414,0.664429060960765,0.748821826030207,0.701543548130482,0.974997530136255,0.796636356689862,0.82830537681218,0.999343928638257,0.932514494850292,0.964562998648995,0.830353359747516,0.838984351634807
"017_YSBhV_unsegmented_excerpt",0.700896067757072,0.86422780387139,0.931972945112099,0.873419190752628,0.844528315941514,0.880047930883642,0.816660380462829,0.830020650259375,0.922220009853721,0.834062814771583,0.908587295330126,0.75565320854962,0.839972928525556,0.850314678648878,0.894222720580537,0.847700249420215,0.860046806781232,0,1.06395340935802,0.914867428520182,0.700452856083864,0.72663559842796,0.779923190567549,0.881482590617803,0.81337950734752,0.943205929752991,1.14086019868845,1.05935036998736,1.14372408863727,0.746431549075865,0.940282714812551,0.957813964607458,1.01258528381119,0.78911156864758,1.07181413367333,0.734376980280128,0.88074799618693,0.932078293779307,1.02961505870589,0.951005557046139,0.83337713653556,0.882183503091311,0.813430411789468,0.810808381607436,1.02220662332902,0.825525979449669,0.811353727330562,1.05170320865613,0.776486817318579,0.768204848470869,0.903589100651613,0.848465251650409,0.844175272457717,1.08679289994494,1.35048999020077,1.07995059827202,0.962624958130736,0.780148457514436,0.912636337547528,0.922220009853721,0.839972928525556,0.834062814771583,0.908587295330126,0.850314678648878,0.894222720580537,0.860046806781232,0.846394818749725,1.01925339291979,0.874441312196358,0.890678815307622,0.81798203871776,0.88316599560412,0.894336140359793,0.944635183582098,1.00506194259468,1.43470115074707,1.03473882280177,1.14980047949598,0.776477992687004,0.955415778250386,0.902476612200073,0.730359500612956,0.849122596028833,1.1016999211051,0.82268938802506,0.826029388546044,0.988490921777845,0.8847029079632,1.00441744246318,0.853750544618109,0.979486985329391
"018_HastaBh_HastaBh_segmented_complete",1.08365436617033,0.919369423145467,0.927742593748728,0.912647245808303,0.802463658346303,0.946469391840661,0.824815156248881,0.887901645842127,0.913171740008089,1.03154201679125,0.896719187208193,0.949468770793412,0.945910503937017,1.01127325531413,0.923261183570187,0.787012569200925,1.02110149688435,1.06395340935802,0,0.967491120142925,0.593182539561805,0.716078663640028,0.821891650011742,0.85641456089227,0.870653175789748,1.06976437321266,1.20620034013092,1.23908831249642,1.11410525396155,0.820723756890525,1.03818033718415,1.05086525976675,1.071132972903,0.767470956867949,1.06540413060978,0.873608377064855,0.936132563199997,1.00188908653927,1.19480307849817,0.986450460344014,0.83254996346443,1.01333072574247,0.853235403646353,0.790113078647198,0.962801082806082,0.80687080973662,0.720606316114886,0.950356217355354,0.678642509965016,1.04725556231212,0.989669956837886,0.908475192648547,0.913354154164964,1.02695016074895,1.35981757052734,1.09639175718456,0.920688194644042,0.829683273687825,1.0382577209099,0.913171740008089,0.945910503937017,1.03154201679125,0.896719187208193,1.01127325531413,0.923261183570187,1.02110149688435,0.823875087460492,0.987788219394972,1.08117443645354,0.831293850224625,0.801108321668984,0.877194783207206,0.77252655601564,0.822956441964024,1.13906503739478,1.68837936671554,1.17091624483596,1.3966580248071,0.877774218398895,0.979702312388935,0.893752795191262,0.812115721236147,0.913545874607012,1.02338244430259,0.998680306248997,0.77833064594305,1.19053660433699,0.931427057851213,1.0027396253712,0.746811974094222,1.12214447715002
"Abhinavagupta_IsvPrV_segmented_complete",0.613476188947942,0.582918420343706,0.620471547504939,0.578859441509161,0.519892756605662,0.780411147981765,0.737576230935882,0.605428594455003,0.906947413674123,0.84434902109817,0.863512477746057,0.633520136328181,0.671448898812995,0.614883365591605,0.83235120158155,0.608496692188787,0.79243852611377,0.914867428520182,0.967491120142925,0,0.52091708816119,0.448624601861182,0.674600989542835,0.522485197192113,0.539605429034332,0.631908626084591,0.767606014437234,0.759596652270424,0.815596496634414,0.483303147625026,0.57574254321569,0.768545526658773,0.731343679986019,0.490651727217788,0.533657429447442,0.665014307262889,0.653379949073446,0.847866471072995,0.859367139918021,0.788819029767235,0.559475786283955,0.701293770811547,0.722756009792614,0.601153517286536,0.701216283661042,0.534673449948572,0.589107071130484,0.891066512922821,0.564521197031926,0.597580030222879,0.720469594990688,0.5368229229744,0.533196490965031,0.716022481571146,1.11180714476094,0.874566110148682,0.659565653157187,0.653918175614317,0.738880841302767,0.906947413674123,0.671448898812995,0.84434902109817,0.863512477746057,0.614883365591605,0.83235120158155,0.79243852611377,0.608277608015631,0.841680652049068,0.756948335381483,0.646809502371803,0.487023951211978,0.617238286922829,0.553822648753665,0.759261101515677,0.834528371799256,1.07983630169669,0.699943613852265,0.835290966628425,0.529964631792902,0.699653156814298,0.620522202811528,0.750756336478891,0.572448332379842,0.923986509263071,0.606025915427209,0.69027895637049,0.664306484676441,0.896187624888572,0.765679959020745,0.661733966790424,0.575284168503084
"Abhinavagupta_Paramarthasara_segmented_complete",0.686384154608242,0.376820663356018,0.423755352219207,0.438559126451037,0.282447542826442,0.514267549812592,0.531726243482149,0.509153636420644,0.522184561414426,0.626565797376486,0.537097340496201,0.508036961342504,0.452644420628253,0.698905135348755,0.541909674473624,0.271771322379693,0.631563434266996,0.700452856083864,0.593182539561805,0.52091708816119,0,0.152268937644038,0.278777884364435,0.295106134005164,0.440987473391524,0.602906390418184,0.769895348825207,0.87410742849614,0.640141409874392,0.340757953550138,0.575968979186858,0.691605964638208,0.61224346818118,0.227552911452553,0.622119848942281,0.382621497990166,0.510918267434617,0.610603920058754,0.879454331007957,0.513891485472222,0.340239248146261,0.664239310241885,0.346915118984303,0.196930539085393,0.548459555892661,0.236536509170687,0.127423776553081,0.634423237256834,0.0854599704032118,0.621718349927481,0.491119426869074,0.363847477532366,0.368229489597787,0.593421779684668,1.03982281269398,0.529815135474821,0.327505655082237,0.57082100945293,0.75832063566015,0.522184561414426,0.452644420628253,0.626565797376486,0.537097340496201,0.698905135348755,0.541909674473624,0.631563434266996,0.533550626684138,0.606805565473673,0.584146163187842,0.421848443931017,0.387225395547149,0.464868247455295,0.346449549441858,0.350717699384687,0.850520104590957,1.36602245369883,0.815524741937563,1.09276703027263,0.431900222832953,0.427909260106497,0.402390472864885,0.377589924111323,0.560829326809569,0.802391181284922,0.589540177784522,0.339312915075323,0.681639873718496,0.58095215466536,0.665701503120763,0.321744269888721,0.667143181085132
"Abhinavagupta_Tantraloka_segmented_complete",0.600606121666956,0.358189101556808,0.410568049984666,0.415447343925829,0.279510130154528,0.521646328204072,0.535019399394594,0.452002770366263,0.566806459388803,0.608226493835024,0.62252155768255,0.433947836973025,0.441695931923121,0.638878405169543,0.569180405977941,0.26517561433891,0.613647691389631,0.72663559842796,0.716078663640028,0.448624601861182,0.152268937644038,0,0.368871403270531,0.274695763492371,0.405909780029013,0.558203345349841,0.69622117726196,0.825716764578662,0.704215240328191,0.282201347282115,0.553106508158146,0.656957651109272,0.616052132623198,0.208123056275957,0.57985048907695,0.431926155485466,0.519886207950055,0.621449965426625,0.805292036100124,0.567599686262955,0.317074271077789,0.60422153719297,0.381453573402448,0.244371833780496,0.542767307254025,0.250828333700909,0.19836221468646,0.673381829337375,0.163409674882623,0.531998933766686,0.512290373298951,0.32713830259403,0.329373370076778,0.56380840124628,0.967155125950832,0.561131450486989,0.372981413564322,0.495300552112486,0.658210480455748,0.566806459388803,0.441695931923121,0.608226493835024,0.62252155768255,0.638878405169543,0.569180405977941,0.613647691389631,0.493818952113929,0.644226524014726,0.632058960491859,0.397191407608637,0.321565769574371,0.430172851236749,0.348090863023044,0.443972862415251,0.787911528695239,1.27780965821901,0.711444974708364,1.00511433096933,0.419241779648689,0.455429263516038,0.390711223659412,0.430426409378069,0.550743351264999,0.791209613632132,0.524501616432552,0.399511543225862,0.62821143370275,0.656219737605879,0.699763306246534,0.404440276291639,0.594971985349294
"Annambhatta_Tarkasamgraha_segmented_complete",0.818952370779405,0.541196331714865,0.636211387609408,0.554573948301297,0.446885348111625,0.66219692064731,0.688404986764833,0.692942016941618,0.744752115067656,0.776463436131126,0.761056802524822,0.677293309459866,0.562180004951328,0.896294031690586,0.744955272238677,0.442768265574837,0.761891534917677,0.779923190567549,0.821891650011742,0.674600989542835,0.278777884364435,0.368871403270531,0,0.502324824714221,0.61675916442763,0.70308316946805,0.856272529735493,0.896434337396322,0.771811128768501,0.518424011009519,0.696439297147494,0.840816255020814,0.749893758377735,0.419784612035089,0.688318958424215,0.437087490070503,0.586024004879448,0.777765371098813,1.00487588085223,0.70098254121085,0.536972731514985,0.831201850293012,0.5205462370152,0.390314790756611,0.715610880653906,0.366847498899677,0.349991330206311,0.752557902608287,0.308027524056442,0.803051030106117,0.631166325919726,0.545316865740939,0.551052651120104,0.745012499372764,1.20148540716478,0.59620924206839,0.515766498722743,0.732100128807812,0.923032371741707,0.744752115067656,0.562180004951328,0.776463436131126,0.761056802524822,0.896294031690586,0.744955272238677,0.761891534917677,0.670123572078513,0.819751890049534,0.71890543039943,0.622565280092232,0.550206476564784,0.6318527426737,0.507585758135752,0.610791390855184,0.916134531785558,1.46072536170579,0.983660629050472,1.12861659868559,0.557833117777029,0.618853312078879,0.600973085779102,0.568533976083705,0.621611440907666,0.928076932686652,0.717748271888618,0.533550259178981,0.817934232123645,0.683819852477206,0.857835816022725,0.490954690335151,0.802923459851543
"Asanga_Abhidharmasmuccaya_segmented_complete",0.679431036398949,0.463813935252799,0.506275108289428,0.562837806889452,0.319423179722678,0.620727799436127,0.627937717529172,0.52905741412614,0.62358406159067,0.675394605948022,0.721204096416556,0.566981143619223,0.518203691732306,0.693881820701573,0.644878989885981,0.406054123553804,0.669640563647158,0.881482590617803,0.85641456089227,0.522485197192113,0.295106134005164,0.274695763492371,0.502324824714221,0,0.480415069568314,0.624494252209849,0.674206121952537,0.836551044950137,0.701453273897087,0.388321872882909,0.60000865533058,0.81496828690883,0.685004641417245,0.311429427813802,0.559143560946121,0.56453212534918,0.608582792284471,0.605080639967938,0.964821489852436,0.604579639130746,0.416603084234053,0.707612498216194,0.546107360199515,0.399062608969351,0.591715301397841,0.350822126480893,0.229280486609426,0.785300251984002,0.222185548794174,0.589228074044024,0.549136953053709,0.486877391793186,0.489360363443739,0.728428992029232,1.08333049089948,0.678091396142073,0.394643110475605,0.620536674268737,0.774877578053244,0.62358406159067,0.518203691732306,0.675394605948022,0.721204096416556,0.693881820701573,0.644878989885981,0.669640563647158,0.553435662159877,0.765396679939014,0.668681839534769,0.448394709584332,0.449284065300064,0.560498393592379,0.413383535743622,0.602832174816513,0.902764804124967,1.29383679156483,0.820828203636451,0.990228147023984,0.417610679438116,0.388438986151279,0.400150614096611,0.52170698242166,0.595342630315746,0.885719622725295,0.603486118633193,0.471406815184537,0.751921948182735,0.754671915621912,0.806970406817003,0.565856252269151,0.636832809405888
"Bhaskara_BhGBh_segmented",0.575649031057649,0.539033406958098,0.499434510229179,0.484502491970657,0.410958325784197,0.635961047762521,0.68384950465878,0.402710659656531,0.661685173666923,0.694022548459038,0.732936753703965,0.463090989592472,0.506275385501087,0.627756888359777,0.668390595010613,0.446544025044124,0.721910141481885,0.81337950734752,0.870653175789748,0.539605429034332,0.440987473391524,0.405909780029013,0.61675916442763,0.480415069568314,0,0.631487031545868,0.732271669182408,0.913122208531264,0.87650629501705,0.47056036690627,0.629641818805587,0.761042279331988,0.70562691678186,0.39917208326876,0.715207148894153,0.611377207510022,0.61778295766579,0.704103477393759,0.821422386705155,0.694592856614017,0.526869168907226,0.602761953507659,0.616115190908872,0.522141092146739,0.620220764597523,0.43536320052092,0.493691784982762,0.805004357956852,0.46319195890165,0.500734049192035,0.578509037516824,0.450546871872937,0.456738299736875,0.710512595667573,1.02934510936933,0.796119073951143,0.589418008051784,0.473214552396999,0.67031772297181,0.661685173666923,0.506275385501087,0.694022548459038,0.732936753703965,0.627756888359777,0.668390595010613,0.721910141481885,0.444931474976787,0.781199490875299,0.720752739799396,0.597055311995867,0.468037479479511,0.583309189744056,0.469642021507293,0.671430045077029,0.750967969952216,1.07173841945912,0.555828298716345,0.777394690958689,0.562808736951603,0.615256081504697,0.545520393698222,0.610031349544475,0.51923421099422,0.84445703338492,0.50644392120263,0.5472752068427,0.738921102021681,0.770561868898607,0.73268814234087,0.590024282404993,0.607828396152044
"Candrakirti_Bodhisattvayogacaracatuhsatakatika_segmented_complete",0.730153886020712,0.68707625690408,0.769303792184841,0.698568037592614,0.631031879995791,0.913121691106166,0.840992160977015,0.712791275626713,0.970976771127736,0.850194083487261,0.946260193697967,0.746391548633837,0.758795127970419,0.854135283455334,0.947530376356581,0.680758052629455,0.88844671785728,0.943205929752991,1.06976437321266,0.631908626084591,0.602906390418184,0.558203345349841,0.70308316946805,0.624494252209849,0.631487031545868,0,0.612854344930009,0.958278858470194,1.04424424411014,0.651181605515017,0.619995916807875,0.911002523894165,0.868458361854328,0.58435642562711,0.78233792837043,0.745693304026698,0.71950593541611,0.850016538492287,1.00266073722354,0.797159668532825,0.642955893831957,0.778097937480766,0.808425296585043,0.682338897102164,0.744122553050272,0.578440281878073,0.641705750182458,0.823971242705775,0.60898747730313,0.75718825510173,0.732684860590979,0.675681317019675,0.678363879812108,0.8794153277964,1.10950427931496,0.996643005372529,0.79414618341855,0.723896733952904,0.833780166690894,0.970976771127736,0.758795127970419,0.850194083487261,0.946260193697967,0.854135283455334,0.947530376356581,0.88844671785728,0.757699553645875,0.94536768982566,0.88944914001876,0.736161060771836,0.683773246128157,0.770949681976926,0.703500894377026,0.838657851648007,0.824569188038032,1.28561319026574,0.874469843994235,0.986261086499899,0.622490461053182,0.839455087868294,0.700828589028042,0.72531048849655,0.659866684015358,0.991480967362382,0.729351419280629,0.811446340917669,0.760862752699427,0.844439332231824,0.884598302608134,0.716567512273282,0.747514150163116
