,001_LalitaBhasya_segmented_complete,002_Pseudosankara_Sanatsujatiya_segmented_complete,003_Pseudosankara_SvUBh_segmented_complete,004_Pseudosankara_Visnusahasranama_unsegmented_complete,005_Sankara_Adhyatmapatala_segmented_complete,006_Sankara_ AiUBh_segmented_complete,007_Sankara_BhGBh_segmented_complete,008_Sankara_IUBh_segmented_complete,009_Sankara_KeUBh_segmented_complete,010_Sankara_KeUBhVakya_segmented_complete,011_Sankara_ChUBh_segmented_complete,012_Sankara_KaUBh_segmented_complete,013_Sankara_ManUBh_segmented_complete,014_Sankara_MunUBh_segmented_complete,015_Sankara_NrsTBh_segmented_complete,016_Sankara_PrasUBh_segmented_complete,017_YSBhV_unsegmented_excerpt,018_HastaBh_HastaBh_segmented_complete,Abhinavagupta_IsvPrV_segmented_complete,Abhinavagupta_Paramarthasara_segmented_complete,Abhinavagupta_Tantraloka_segmented_complete,Annambhatta_Tarkasamgraha_segmented_complete,Asanga_Abhidharmasmuccaya_segmented_complete,Bhaskara_BhGBh_segmented,Candrakirti_Bodhisattvayogacaracatuhsatakatika_segmented_complete,Candrakirti_Prasannapada_segmented_complete,Dharmakirti_Hetubindu_segmented,Dharmakirti_Nyayabindu_segmented,Dharmakirti_Pramanavartika_segmented_complete,Dharmakirti_Vadanyaya_segmented,Gangesa_Tattvacintamani_segmented,Jayarasi_Tattvopaplavasimha_segmented_complete,Kamalasila_Bhavanakrama_segmented_complete,Kamalasila_Madhyamakaloka_segmented_complete,Kavirajayati_Samkhyatattvapradipa_segmented_complete,Kumarila_MimSV5.4-9_segmented,Kumarila_Tantravartika2.2.1-4_segmented,Madhusudana_Advaitasiddhi_segmented_complete,Madhusudana_Siddhantabindu_segmented_complete,Madhva_Anuvyakhyana_segmented_complete,Mandana_Brahmasiddhi_prose,Mandana_Karikas_complete,Mandana_Vibhramaviveka_segmented_complete,Mathara_Matharavrtti_segmented_complete,Nagarjuna_MMK_segmented_complete,Nagarjuna_SuSapt_segmented_complete,Nagarjuna_VigV_segmented_complete,Nagarjuna_YuktSast_segmented_complete,Padmapada_Pancapadika_segmented_complete,Prasastapada_Padarth_segmented_complete,Ramanuja_BhGBh_segmented_complete,Ramanuja_Sribhasya_segmented_part,Ramanuja_Vedarth_segmented_complete,Sabara_MimSBh_segmented_1_7,Sadananda_Vedantasara_segmented_complete,Samkhyaparibhasa_segmented_complete,Sankara_BAUBh_segmented_complete,Sankara_BSBh_segmented_complete,Sankara_TaittUBh_segmented_complete,Sankara_Upad_Gadya_segmented_complete,Sarvamatasamgraha_segmented_complete,Sthiramati_Tvbh_segmented_complete,Suresvara_BAUBhV_segmented_Arthabhaga_Ajatasatru_Maitreyi,Suresvara_Naiskarmyasiddhi_segmented_complete,Suresvara_TaittUBhV_segmented_complete,Totaka_Sruti_segmented_complete,Udayana_Nyayakusumanjali_segmented_complete,Udayana_Nyayavarttikatatparyaparisuddhi_segmented_1.1_1.2,Vacaspati_Bhamati_segmented_complete,Vacaspati_Nyayasutravarttikatatparyatika_segmented_complete,Vasubandhu_AbhidhKBh_segmented_complete,Vasubandhu_Madhyantavibhagakarikabhasya_segmented_complete,Vasubandhu_MahaySABh_segmented_complete,Vasubandhu_VimsatikaKVr_segmented_complete copy,Vatsyayana_Nyayasutrabhasya_segmented_complete,Vedantaparibhasa_segmented_complete,Venkathanatha_Nyayaparisuddhi_segmented,Vijnanabhiksu_Samkhyasara_segmented_complete,Vimuktatman_Istasiddhi_segmented,vivarana_unsandhied,Yamuna_ Isvarasiddhi_segmented,Yamuna_Atmasiddhi_segmented_complete,Yamuna_Samvitsiddhi_segmented_complete,Yuktidipika_segmented_complete
Sankara_TaittUBh_segmented_complete,0.611068804352446,0.568879472852815,0.509163301930523,0.431495411651719,0.618847840092288,0.598524931105171,0.499349708645469,0.743630398726827,0.722289406789827,0.733074852277244,0.518972678384996,0.583332704983745,0.623733394006867,0.673475856210937,0.575190983722721,0.571416490007292,0.844867595138264,0.908507567556457,0.618441292581063,0.506521465488781,0.47048650111926,0.751533434063713,0.526661540731181,0.427730997093477,0.748213844259228,0.848438855439371,0.859449558953395,0.988995390852026,0.468601130086013,0.645697950878389,0.723687605358216,0.715374401426928,0.441261532544892,0.764044327724149,0.68867450057073,0.613198265144413,0.71990427156108,0.796301128808376,0.74123062366919,0.579707982372739,0.64114594831589,0.65702053240243,0.564113496074412,0.651357624852506,0.515601992591526,0.534560811905673,0.862321716106075,0.516008073224618,0.604987225297923,0.648901497601832,0.500126006475884,0.497558927220285,0.713458354275322,0.978750085570264,0.865821583037295,0.625802978556768,0.44842255755239,0.576820435648697,0,0.70020461469714,0.710841910841734,0.616683894495119,0.47803075136056,0.608723531436056,0.419091894435803,0.727385693948773,0.743688798013933,1.27255673961837,0.753851431331174,0.940754119655531,0.509494407495629,0.627595643494596,0.549339452538574,0.649773417730118,0.604280210332848,0.782293289665457,0.53053816644338,0.595689140916836,0.821909514906229,0.615844465706299,0.816376950036334,0.779062079141209,0.629077370791862,0.65979810747801
Abhinavagupta_IsvPrV_segmented_complete,0.609042020445793,0.624963266592924,0.536074789028673,0.493707866999158,0.702765333896109,0.694221553380217,0.61018349377342,0.938627059036879,0.907001210410146,0.889481508667557,0.653048838263246,0.681729315736515,0.634265192238121,0.831684963038113,0.728581416454108,0.781855758071285,0.936167939886311,1.02555187238893,0,0.516642058062391,0.448100565131673,0.75591975488756,0.522288627699629,0.532646267285853,0.618005844187441,0.77305624155048,0.753295727339711,0.872725423094394,0.489433694960922,0.578429585085861,0.774856602512824,0.752989931453976,0.48462130274484,0.532112042200846,0.650062879604928,0.668249059831751,0.883347770625705,0.86950726528998,0.753091566759949,0.565744696240546,0.687145076980995,0.715290561337674,0.596556460230303,0.654134149620479,0.53054849328522,0.582608253353302,0.908291230178359,0.558785592435318,0.611113023098795,0.705938082971075,0.507554954072429,0.502195507624385,0.689778779078846,0.977008119131946,0.998578701281119,0.635724653174577,0.622952046612705,0.563749214414693,0.618441292581063,0.812471198933566,0.719589001759221,0.64571154265497,0.484427999764387,0.626538904987813,0.523109330445382,0.731589098093062,0.825546898161961,1.18165509523287,0.668540835078158,0.843173387092216,0.541849352434024,0.674479170992822,0.601308403492853,0.753367870088383,0.551960472087648,0.927893488040924,0.591329970465716,0.586432282393561,0.670855706897225,0.621969904807872,0.891998723785773,0.765015325193637,0.659459941315831,0.553812597263734
Vasubandhu_AbhidhKBh_segmented_complete,0.540899346040179,0.670921569873582,0.571926761035392,0.403514475325627,0.620117530816658,0.575700425015277,0.584358109904203,0.839322393851233,0.747205471103745,0.753283819046385,0.654410708152737,0.61133114398613,0.794168559557879,0.703682341749146,0.608713344648673,0.662340944894261,0.781360111104584,0.967187520571987,0.541849352434024,0.409127482806342,0.401098158047846,0.656794316831564,0.400977866942466,0.527574943728715,0.605011121228967,0.765217563571516,0.816986002057874,0.929824553278558,0.425882340403112,0.542323145680051,0.773958764817641,0.657182280533834,0.412047152820091,0.661054621528451,0.622788426286988,0.671485754294423,0.713599520218651,0.880598971531717,0.630368734121091,0.511136945313857,0.637854632530131,0.623268663793075,0.500194092444926,0.636645641683011,0.447670412479697,0.429426745063149,0.891536193609803,0.415586568309164,0.545606078520778,0.621965336501761,0.535395936198202,0.536786727926036,0.758309354920134,1.01272882932606,0.869610262267252,0.506759930908594,0.58874295451892,0.645839937244173,0.509494407495629,0.731887525842016,0.61913714660094,0.502219162865104,0.521916073706496,0.594824348953365,0.428755094893874,0.670120605163682,0.782902850795934,1.28638240229586,0.808430423826176,0.938315190412118,0,0.475592263126539,0.533093605193407,0.525421340567872,0.556327294165691,0.902492106815944,0.569521775572551,0.527014489180965,0.749187126778048,0.622850377248917,0.74808447025844,0.726446588586928,0.613785472345076,0.650251513927586
Kamalasila_Bhavanakrama_segmented_complete,0.400260402028974,0.437628783697914,0.389745403084301,0.266497699250254,0.520378317254961,0.523307348904656,0.487143888119813,0.625042496924921,0.729580598332966,0.680134788206979,0.507447445335299,0.445939701018355,0.652225784332234,0.646004382346852,0.453734865654496,0.63257928982632,0.816847808136791,0.823912525452459,0.48462130274484,0.216776327337743,0.208259801503159,0.522807804065723,0.303292087125658,0.382693652736306,0.576781721970668,0.672197867719753,0.86890163306769,0.815865159647549,0.343491021641496,0.53506651728127,0.720059158134385,0.64467484392791,0,0.552465395651677,0.478855701608293,0.562540648152953,0.636330177564959,0.857228163803634,0.576976670512064,0.331675580719319,0.583550042559452,0.438121703330934,0.295344088684791,0.515846402977136,0.263749155281292,0.254151673145604,0.665870393084997,0.219745080837598,0.56212649366061,0.475494808758384,0.344153040357332,0.338172275478445,0.611484871806471,0.82296066283502,0.698406200706913,0.397738980354096,0.511376265605981,0.557145057490908,0.441261532544892,0.686419046232235,0.539724085836446,0.377123763020188,0.375702634541917,0.440058899261821,0.306425096996004,0.484285487113333,0.770039925975048,1.36871695752141,0.676988741400844,1.0192078432634,0.412047152820091,0.415946897914044,0.346162491349084,0.466881418447129,0.557722648383328,0.835524923916175,0.536277122789954,0.302214176659828,0.674517653857991,0.626419782334898,0.614681624918288,0.653067836213994,0.426056977156405,0.615689718268193
004_Pseudosankara_Visnusahasranama_unsegmented_complete,0.383064186742544,0.415413497180205,0.366114112069878,0,0.487587714265937,0.50588939558641,0.426823188836378,0.62998059520368,0.68280422915677,0.63236758899706,0.438900187555696,0.411882774577769,0.630279310873867,0.571652530961055,0.448976528077306,0.570533731861324,0.856711300468614,0.81891128976263,0.493707866999158,0.260771890218685,0.247460121477753,0.526646054079254,0.292867980364921,0.403882695988098,0.612242106173534,0.717177627915078,0.883046683007125,0.74217766788696,0.355894653180973,0.591304968795348,0.753267455329237,0.692808937702674,0.266497699250254,0.581046230326904,0.440759721195527,0.529099236706318,0.643153637094755,0.8773381003554,0.572911179722047,0.380013724500476,0.593020863967557,0.403062124581096,0.350030791050239,0.546667330834313,0.280068621891524,0.263628396542243,0.749042171458128,0.242227781468696,0.565638320715875,0.507741295679822,0.365785357106808,0.367224123455135,0.555831886808418,0.873880869806668,0.726905217530738,0.360065925773445,0.487025725608289,0.535777248053468,0.431495411651719,0.685379349356408,0.604788084682181,0.431186743209019,0.316882355346178,0.446408214177758,0.270779830903458,0.520567154435665,0.875283325597823,1.38006293205573,0.736428199759408,1.03635559337596,0.403514475325627,0.430509268655913,0.403991796182757,0.466962162919026,0.507437618103212,0.829363294296887,0.543076164552547,0.321466113249961,0.74745759602838,0.627903769041253,0.690110646080337,0.744784500694894,0.439428469285268,0.59771036059524
003_Pseudosankara_SvUBh_segmented_complete,0.484860745893767,0.361702405395022,0,0.366114112069878,0.589005666774276,0.540386830677675,0.514531899808694,0.720484200162912,0.800718050562804,0.696986442193316,0.517057184658571,0.4721971368485,0.704183713764877,0.712979225327712,0.510196341882279,0.712736797402799,0.839902035953813,0.982225412953782,0.536074789028673,0.376382927155999,0.365232082327334,0.606982594116445,0.502449814173312,0.444248220884852,0.639360059825449,0.842177352408665,1.01476514338169,0.840222085863414,0.460790798223159,0.656145735567691,0.816438521516729,0.775166585841962,0.389745403084301,0.710211754808138,0.482970940656545,0.65097267673071,0.757366761003863,0.897235531863316,0.66232645581252,0.537451648617852,0.660308605615796,0.563868794726033,0.485503783502345,0.604771818348107,0.430309533697641,0.425489484907622,0.853261451901441,0.397532310384679,0.614969259804122,0.574355864497298,0.357191550401253,0.361530523795703,0.610644626471699,1.00741381769544,0.831845450376398,0.489015859861783,0.543648006601459,0.562829102336255,0.509163301930523,0.754795049289576,0.592044569108468,0.591660502055179,0.436875552825509,0.581436384185852,0.399940860230202,0.62670103405362,0.881338032766018,1.37991578762218,0.721238013045824,1.01490254068701,0.571926761035392,0.606722512398994,0.554540058840518,0.639094518593474,0.612636072054048,0.864786413837431,0.655855440981561,0.408952646748145,0.817261909262151,0.631875781388466,0.788362425904499,0.787628083694805,0.616404100629668,0.65705769131574
Suresvara_BAUBhV_segmented_Arthabhaga_Ajatasatru_Maitreyi,0.512571916663659,0.467020331134724,0.436875552825509,0.316882355346178,0.500917493877797,0.426137448983979,0.487794380258247,0.660522911328655,0.657508670139085,0.700582888667248,0.424569606685679,0.508816776442742,0.601734960816829,0.554738304765248,0.454503568424989,0.568264615137059,0.811826348436742,0.905025603524415,0.484427999764387,0.347148104754889,0.285124129270448,0.618870809623031,0.410803711176494,0.428315406444641,0.65843853980835,0.761514696796577,0.898795390023725,0.873456323103454,0.3658189820445,0.639887101217317,0.739961421519571,0.699239429196883,0.375702634541917,0.641643160371445,0.543000877698106,0.528106306565652,0.66850797132981,0.843892155159619,0.689917695332528,0.378053340902972,0.611926527006583,0.4814795953221,0.427442460276024,0.585883098377552,0.373973434071117,0.370503805016314,0.7424453110157,0.350227297433677,0.543973080508743,0.600411267479127,0.424468677512924,0.421196831091708,0.611080895606567,0.810132810046908,0.807579469489256,0.453960449841067,0.436204830203333,0.523046313516511,0.47803075136056,0.687107244106822,0.614756898785887,0.542726871135646,0,0.447455051668985,0.269445169373632,0.603503308782302,0.84200129627032,1.36572771252085,0.715681158787668,0.995273679070239,0.521916073706496,0.518466225744285,0.484472906771815,0.517909451965974,0.602804168451908,0.886056277966044,0.554310007158902,0.438951250948294,0.662794486092889,0.634613625748948,0.797402931684666,0.733725725042348,0.492350199957765,0.65719813941999
Ramanuja_Sribhasya_segmented_part,0.448349317464422,0.459551197936894,0.361530523795703,0.367224123455135,0.584737955560349,0.535435868466439,0.44259583598744,0.700040011406436,0.793424070625307,0.74291825515352,0.453999736932357,0.503285595541941,0.64564314411552,0.643982188763105,0.519409828296784,0.706245965395701,0.835378726754704,0.947280858616478,0.502195507624385,0.329465513952307,0.30188571684094,0.634221575630393,0.453563076471656,0.419597344440047,0.645947494840399,0.798887933844079,1.00858928812911,0.9367982919093,0.420243868122991,0.644560426685169,0.782290078885183,0.780523977025976,0.338172275478445,0.722728300066443,0.509709588154998,0.653516774572493,0.764773992990829,0.87913219613048,0.664777642312601,0.426900398035125,0.639883843071158,0.52282796656723,0.439699334516922,0.580387736753289,0.434475732715558,0.382666548430209,0.817041142493558,0.34808067399103,0.58774726304408,0.578639731152567,0.00877566722295467,0,0.457518220858541,0.944950321724393,0.812672792668979,0.508940854087766,0.491328763600552,0.526728362977715,0.497558927220285,0.740321495572366,0.633623333114012,0.557664638864122,0.421196831091708,0.509384791317302,0.431533414734692,0.587716758505389,0.86336037437745,1.33239447616665,0.636388779467005,0.971376760636342,0.536786727926036,0.595385081526131,0.506916733572306,0.57944073611383,0.594158124477441,0.887768563152285,0.596260292966954,0.441340265524757,0.780698851032897,0.651174508239929,0.743448850915591,0.698157624809903,0.56693700897341,0.643918186332714
Ramanuja_BhGBh_segmented_complete,0.447899628176277,0.455262475085031,0.357191550401253,0.365785357106808,0.580303079025969,0.530558632542977,0.437999327023281,0.695715841251518,0.791883372566016,0.738335644014969,0.449391091355402,0.502191314692838,0.650523599741298,0.640032198072114,0.515629929221877,0.709335656438001,0.84127459400606,0.944388033058333,0.507554954072429,0.326979018910923,0.301584627920112,0.630403072948122,0.452895063766639,0.415373908059874,0.645074252975953,0.804097591174817,1.0068131209459,0.933802328704511,0.419756801874093,0.640276492898779,0.785151442450054,0.777048169367251,0.344153040357332,0.727141420338208,0.508354313886395,0.656605048907919,0.760311778942492,0.881516679146044,0.661143213569192,0.432901670351657,0.64212896116363,0.518764921118607,0.436252632244235,0.576622336487885,0.430543065639668,0.379350241719958,0.81987074722731,0.344833468874966,0.59257696991758,0.57815261691618,0,0.00877566722295467,0.460700874155589,0.942554373539297,0.80870980898139,0.50502682973775,0.49095094361306,0.528915093699634,0.500126006475884,0.735415512293166,0.639819387426612,0.55655561026779,0.424468677512924,0.515198128303062,0.427586588628606,0.584769529844457,0.868738148038237,1.33646721931488,0.641766204101345,0.975456642803072,0.535395936198202,0.591500993372282,0.512867991900478,0.575486022965259,0.596019283139361,0.886718310464761,0.598148449107065,0.440410368225547,0.787001644392615,0.653501745741296,0.739939157965923,0.705277259150324,0.563870797827151,0.643009950783428
012_Sankara_KaUBh_segmented_complete,0.622608957218421,0.508289151377023,0.4721971368485,0.411882774577769,0.584487416975757,0.564963220806872,0.454124642709354,0.712728366596852,0.719722776976861,0.749710819890847,0.478224966409388,0,0.626818039496448,0.635413110329554,0.56279740129803,0.619399257818818,0.875308765780437,1.02718130613865,0.681729315736515,0.473026489030258,0.453939432182242,0.689852493496605,0.530871473091332,0.519548570083287,0.782730296707405,0.892069057859771,1.04524793157916,0.937244226885482,0.510769255458035,0.798129945692737,0.912937592224149,0.848830076879403,0.445939701018355,0.822382684243071,0.671871016832935,0.742272051324591,0.738336173013447,0.996392859607092,0.785374002742244,0.57976512023933,0.744547701360357,0.65853515589309,0.498231345551957,0.704971400769223,0.510947157853697,0.508960394772954,0.890644271025216,0.48508299290704,0.679945743563117,0.609586742507962,0.502191314692838,0.503285595541941,0.749648450708664,0.956877019896718,0.869733805579351,0.525650756079574,0.525325328116523,0.630048507565504,0.583332704983745,0.713376572376221,0.717673459214845,0.604289058387292,0.508816776442742,0.666174061191002,0.437359390987132,0.714063089530145,1.00447753038462,1.44597639805307,0.792880893512225,1.02499865403291,0.61133114398613,0.611960059034194,0.579042376684308,0.664044767964642,0.56882795798119,0.947402590049765,0.71879416927604,0.494393124137887,0.929922769005019,0.65646514168275,0.874473171000484,0.87514831189938,0.707106951248458,0.680421510974475
Suresvara_TaittUBhV_segmented_complete,0.436118251236239,0.394244078779626,0.399940860230202,0.270779830903458,0.437718703573321,0.467547937422075,0.456402230246706,0.594153238733856,0.658427922811946,0.630985087037886,0.497571931644071,0.437359390987132,0.689330291985785,0.529021335608028,0.400751988750353,0.571445177896361,0.856590134314658,0.849023230916862,0.523109330445382,0.270322776321931,0.283882187743752,0.537220322147636,0.339623127284482,0.40237059211713,0.645912893286749,0.732387250203111,0.869431640927603,0.853426591524476,0.317341506259975,0.621695169973655,0.681464481897813,0.62557876246226,0.306425096996004,0.622497053209436,0.468574542243524,0.51611872178833,0.636811181563045,0.85090316894736,0.629973697123653,0.390916816084307,0.591259100029299,0.442904119790808,0.367818352143052,0.519477174714312,0.303670189957206,0.290019957456415,0.754052968477736,0.27173906944958,0.569860450303889,0.486312396601535,0.427586588628606,0.431533414734692,0.581512435661168,0.872581040337195,0.70616842001695,0.402159682297588,0.507573352276532,0.562635274678658,0.419091894435803,0.644504112335543,0.553926606057869,0.471520677396878,0.269445169373632,0.462373238369058,0,0.506201998662876,0.819457116359767,1.34025159555219,0.714249936047807,0.984000686939732,0.428755094893874,0.408863058159955,0.403738852395067,0.488071554756924,0.546672198341069,0.727897622759296,0.519876729231668,0.400869828889628,0.767751576185563,0.663002788346973,0.732524184189954,0.725981649746833,0.447212645359078,0.635967816006138
Venkathanatha_Nyayaparisuddhi_segmented,0.645690463367422,0.69909743748404,0.655855440981561,0.543076164552547,0.669371259403096,0.699330331542778,0.621208681377108,0.937808354694605,0.784834003503636,0.829771548767745,0.664747116608958,0.71879416927604,0.775715260878469,0.772168408684694,0.696834493010636,0.817949784745281,0.867864884830542,1.01623610397312,0.591329970465716,0.614559432245884,0.54618024492044,0.784218203960018,0.62488111784219,0.547218093173287,0.726605121537836,0.861876904333427,0.886532255636405,1.06288184184726,0.481305958294624,0.668740216243531,0.618361954628607,0.715311497960905,0.536277122789954,0.738459348626585,0.66697229307244,0.633160992665201,0.846896131591108,0.758342581209572,0.723620616082245,0.514218472114282,0.586247307527637,0.670005485413785,0.638285685529545,0.698200377830722,0.647981908218204,0.652143149416095,0.979917204424808,0.623828130195066,0.497264090343135,0.695942282515537,0.598148449107065,0.596260292966954,0.757311906730406,0.987557193506422,0.932972313975454,0.727144329621653,0.572613019678047,0.579259872646062,0.53053816644338,0.804197562868418,0.724680440450199,0.673573726545913,0.554310007158902,0.616707499453946,0.519876729231668,0.748675828261114,0.646606579227401,1.1562430397691,0.679075555979175,0.822988398695958,0.569521775572551,0.737349481330631,0.655289249861977,0.737289806074296,0.644554314778804,0.837216676790333,0,0.61940346526013,0.783146146426506,0.665549113721951,0.828613182806517,0.703201592713768,0.693516141709307,0.689532793357228
Vijnanabhiksu_Samkhyasara_segmented_complete,0.497545851956866,0.519489772474473,0.408952646748145,0.321466113249961,0.522164824454795,0.540422602067128,0.552161895307385,0.673507751519018,0.760580647346819,0.656400239982762,0.58722774394851,0.494393124137887,0.669435328532543,0.652670430128898,0.53233929491062,0.748280411701084,0.753074929881944,0.805461691850145,0.586432282393561,0.248374070846133,0.308202890916941,0.531319188899307,0.376594049553675,0.475196003295431,0.715329282847004,0.809013329089838,0.933036272302049,0.791210528165227,0.427442574726667,0.577116483647385,0.798959745027312,0.772213356392345,0.302214176659828,0.667943602510093,0.39945100454776,0.639804814825055,0.728016741354117,0.967131590505126,0.628426840159908,0.457752016818431,0.715113606070397,0.499819972669312,0.38997757365126,0.587775873098256,0.380196466434679,0.286288648790549,0.704554951508116,0.264277417399754,0.644310375100548,0.50007929305923,0.440410368225547,0.441340265524757,0.638774120315314,0.948226594560432,0.835785174193584,0.458562470732672,0.587805456337854,0.62661184171679,0.595689140916836,0.666931149852755,0.56514352988276,0.466008540159489,0.438951250948294,0.509353125701448,0.400869828889628,0.549761156537755,0.896791119068025,1.42540069514236,0.795354098930709,1.09369973282907,0.527014489180965,0.502474756657816,0.527268023145512,0.542924950565353,0.598621726911097,0.945764231249946,0.61940346526013,0,0.74455869071867,0.678137469128017,0.722168095329598,0.67167139391463,0.527794563858858,0.664701415046581
013_Sankara_ManUBh_segmented_complete,0.84074389274401,0.67887733442903,0.704183713764877,0.630279310873867,0.683673086414054,0.732759296428895,0.573656421275386,0.769355793998132,0.90657702391236,0.938634772324126,0.499236660889578,0.626818039496448,0,0.773929970775249,0.821643454861066,0.761360987854521,0.854831154446447,1.09787904193236,0.634265192238121,0.700012299942398,0.639206361125133,0.98129864104079,0.695421314759243,0.606788455140654,0.859192063397045,0.959220497832957,1.09898226305066,1.07388643638802,0.651335292923553,0.848725416250222,0.943717753461091,1.0091982301287,0.652225784332234,0.725051709628822,0.788894388538088,0.823058590866306,0.905577164504275,1.06527960903949,0.95160879094297,0.707893900584419,0.815742647803968,0.824523419519734,0.806240790294724,0.881996310247427,0.725141536273882,0.732461948081382,0.934027839221039,0.70834422232356,0.736626076301481,0.804869204384825,0.650523599741298,0.64564314411552,0.838219670070574,1.05824620940325,1.1673252026709,0.82264827202467,0.616717466278845,0.642173310496973,0.623733394006867,0.94294514349306,0.877845806198163,0.719157964901004,0.601734960816829,0.777048588629129,0.689330291985785,0.906071563269285,0.970428672967663,1.27148246430229,0.817414419226792,0.957851694974864,0.794168559557879,0.827737358159709,0.753160414070891,0.795270604632333,0.815270602804916,1.07816199446196,0.775715260878469,0.669435328532543,0.84782683755816,0.682039360199347,1.0152858327986,0.965341028224095,0.861784735015163,0.803571357128883
Yuktidipika_segmented_complete,0.737329481152728,0.779032001299165,0.65705769131574,0.59771036059524,0.825331978620003,0.786666212567274,0.672123216553255,1.02100376878329,0.955001748061677,0.96016536242115,0.75569889786634,0.680421510974475,0.803571357128883,0.883462889625357,0.819070936731185,0.859189468277781,0.986328845743023,1.1647236354205,0.553812597263734,0.669267006804839,0.599281871296426,0.897773474467906,0.637876210666595,0.614479318569896,0.740710654932702,0.848104791776301,0.856090694640958,1.04569751854398,0.631109406051826,0.694013288206821,0.871911371348689,0.840336196390667,0.615689718268193,0.753950730504762,0.784020721525303,0.851179833350804,0.884075972426127,0.914805629302055,0.72470492662012,0.73857265171808,0.763142821557217,0.840307986868775,0.710330957579766,0.722917399307186,0.61608006361748,0.705734256637814,1.02403191447927,0.692040103552989,0.701117946687762,0.63204143747783,0.643009950783428,0.643918186332714,0.856342572478021,1.05539376823247,1.06544271300192,0.706617921919724,0.675258635237646,0.692893439288507,0.65979810747801,0.88245015576784,0.842961307974723,0.794286609284265,0.65719813941999,0.742197748813813,0.635967816006138,0.898772626601271,0.890692786210153,1.27091847412255,0.813187696958754,0.936519849414341,0.650251513927586,0.794799486397033,0.691572869409053,0.867071677558743,0.621037873734186,0.937645255087739,0.689532793357228,0.664701415046581,0.85584213119462,0.684741855909665,0.97340807717992,0.866813304868588,0.841964987767227,0
Asanga_Abhidharmasmuccaya_segmented_complete,0.48469274749361,0.498760464341756,0.502449814173312,0.292867980364921,0.537050621780161,0.552340929925367,0.518455797578212,0.655304113918967,0.746000846188451,0.748457188251888,0.57696080461327,0.530871473091332,0.695421314759243,0.643759913674907,0.504825756565708,0.650116265456806,0.912538079958877,0.923514512668924,0.522288627699629,0.290335077957508,0.269967290168511,0.619407025659188,0,0.460899595640863,0.626261328596609,0.687568362931571,0.87550719681379,0.803382460054501,0.397048399354329,0.604359134142054,0.860493843006361,0.719648424627091,0.303292087125658,0.58474480861302,0.543865096412259,0.632713117545439,0.612137629729515,0.998927342145493,0.598010441063407,0.406272008114862,0.703212944497683,0.538235502412924,0.393054395590693,0.54188111359794,0.346544356331744,0.225142899595078,0.787368288704844,0.21887941961467,0.604289230931933,0.547380873650307,0.452895063766639,0.453563076471656,0.698557547208457,0.932010409257393,0.800078153604041,0.371909078288785,0.590747839609985,0.637828996347484,0.526661540731181,0.742823199541123,0.601315225748843,0.45580993265253,0.410803711176494,0.533800960043842,0.339623127284482,0.569402834078874,0.930315803062279,1.43067098924196,0.790757998438564,1.03078257140024,0.400977866942466,0.358713990849997,0.385176058230849,0.521378369296349,0.592677358463305,0.912297082044336,0.62488111784219,0.376594049553675,0.7740049008627,0.68616507463971,0.749137196993084,0.773997471296897,0.560878155946148,0.637876210666595
006_Sankara_ AiUBh_segmented_complete,0.596897563511233,0.635236462012185,0.540386830677675,0.50588939558641,0.488489135294092,0,0.529736236367724,0.607475367613623,0.6155234006779,0.729779018664443,0.494794063301572,0.564963220806872,0.732759296428895,0.520106887636335,0.613121338676705,0.609955752387507,0.765097179614835,0.932316827191,0.694221553380217,0.456164365644975,0.46309769299981,0.734975842404371,0.552340929925367,0.590131701365635,0.769018022770099,0.951317026987995,0.99042998180318,0.981630364853672,0.517112089305288,0.765346871054287,0.898896001847478,0.775355370211219,0.523307348904656,0.830265349214801,0.623031551294453,0.676628419685444,0.669022682325262,0.891541229823661,0.762365340038775,0.550731180755814,0.747326279454093,0.598931331325866,0.553617398126802,0.731326594517872,0.538668383989251,0.480804210387266,0.791447240725589,0.45913311914483,0.597953326775067,0.742809267885953,0.530558632542977,0.535435868466439,0.698866302943175,0.97084050100563,0.942036514107323,0.596059300489932,0.440352917327908,0.571967168090036,0.598524931105171,0.662248865557114,0.696590405759923,0.677221221776474,0.426137448983979,0.629932090455913,0.467547937422075,0.703858208246145,0.990977441865433,1.45353859993164,0.852551591905448,1.10176294947976,0.575700425015277,0.621927456798301,0.672100158910501,0.519811908445729,0.676587049090465,0.887755462843444,0.699330331542778,0.540422602067128,0.894028810159074,0.686305265713516,0.872873655829029,0.889533672139413,0.654938215257191,0.786666212567274
