map	code_a	code_b	name_a	name_b	d2	d3	dz	delta	delta_vs_median	rank_ab	rank_ba	bhp_pair	words_a	words_b	sub3k
C3_with	Bh3	Hm	bhagavatapurana_skandha-03_u	skandamahapurana_himavatkhanda	0.0347	0.6417	0.6408	1.0482	0.9892	60	72	1	14668	22437	0
C3_with	Bh10c	Pd	bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary	padmapurana_a	0.0552	0.6298	0.6274	1.1072	1.0448	11	110	1	6892	461813	0
C3_with	Bh7	Dh	bhagavatapurana_skandha-07_u	sivapurana_dharmasamhita	0.0445	0.6275	0.6259	0.9521	0.8985	35	77	1	7763	47196	0
C3_with	Bh2	Vd	bhagavatapurana_skandha-02_u	visnudharma_pu	0.0246	0.6246	0.6241	1.0216	0.9641	11	96	1	4065	42898	0
C3_with	Bh5	Mā1	bhagavatapurana_skandha-05_u	markandeyapurana_adhyaya-1-80_u	0.0292	0.6235	0.6228	1.0893	1.0279	23	102	1	10029	40729	0
C3_with	Bh11	Hm	bhagavatapurana_skandha-11_u	skandamahapurana_himavatkhanda	0.0503	0.6152	0.6131	1.0978	1.0360	73	95	1	14006	22437	0
C3_with	Bh7	Br	bhagavatapurana_skandha-07_u	brahmapurana_pu	0.0425	0.6122	0.6107	0.8691	0.8201	15	80	1	7763	142373	0
C3_with	Bh7	Hm	bhagavatapurana_skandha-07_u	skandamahapurana_himavatkhanda	0.0383	0.5899	0.5887	1.0719	1.0116	65	85	1	7763	22437	0
C3_with	Bh6	Br	bhagavatapurana_skandha-06_u	brahmapurana_pu	0.0521	0.5880	0.5857	0.8237	0.7773	16	68	1	9118	142373	0
C3_with	Bh11	Kā	bhagavatapurana_skandha-11_u	kalikapurana	0.0263	0.5753	0.5747	0.9893	0.9336	42	81	1	14006	87009	0
C3_with	Bh6	MBh12	bhagavatapurana_skandha-06_u	mahabharata_12-santiparvan	0.0171	0.5096	0.5093	0.7941	0.7494	10	43	1	9118	128761	0
C3_with	Bh8	MBh12	bhagavatapurana_skandha-08_u	mahabharata_12-santiparvan	0.0500	0.4928	0.4903	0.9022	0.8514	28	72	1	9674	128761	0
C3_with	Bh12	Mt	bhagavatapurana_skandha-12_u	matsyapurana_pu	0.0102	0.4886	0.4885	0.8031	0.7579	5	60	1	6024	131504	0
C3_with	Bh10c	Vd	bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary	visnudharma_pu	0.0483	0.4774	0.4749	1.1153	1.0525	15	109	1	6892	42898	0
C3_with	Bh11	Vd	bhagavatapurana_skandha-11_u	visnudharma_pu	0.0329	0.4736	0.4725	0.8637	0.8151	10	59	1	14006	42898	0
C3_with	Bh12	Mā1	bhagavatapurana_skandha-12_u	markandeyapurana_adhyaya-1-80_u	0.0496	0.3767	0.3734	0.8919	0.8417	27	61	1	6024	40729	0
C3_with	Bh9	Mā9	bhagavatapurana_skandha-09_u	markandeyapurana_adhyaya-94-141_u	0.0051	0.3660	0.3660	0.9295	0.8772	36	44	1	9595	15953	0
C3_with	Nī	Vd	nilamatapurana_au	visnudharma_pu	0.0074	0.3299	0.3298	1.0088	0.9520	32	89	0	14221	42898	0
C3_with	Rv	Vd	skandamahapurana_revakhanda	visnudharma_pu	0.0297	0.2944	0.2929	0.7716	0.7282	23	32	0	65925	42898	0
C3_with	Bhv	Kś	bhavisyapurana	skandamahapurana_kasikhanda	0.0557	0.2755	0.2698	0.6661	0.6286	18	5	0	278151	132756	0
C3_with	Kā	Nī	kalikapurana	nilamatapurana_au	0.0527	0.2336	0.2276	0.8829	0.8332	51	7	0	87009	14221	0
C3_with	HA31	Vi5	harivamsa_appendix-31	visnupurana_amsa-5_u	0.0226	0.2056	0.2043	0.8999	0.8492	13	28	0	17338	14075	0
C3_with	G1	Sn	garudapurana_khanda-1_u	sivapurana_sanatkumarasamhita	0.0447	0.2053	0.2004	0.9735	0.9187	58	51	0	81106	32066	0
C3_with	Pl3	V6	kirfel_ppl_textgruppe_III_col1	vayupurana_06_prthu-and-prajapati-lineages_iast	0.0422	0.2044	0.2000	1.2485	1.1782	20	87	0	2819	13603	1
C3_with	Sau	Sn	saurapurana	sivapurana_sanatkumarasamhita	0.0561	0.2074	0.1997	0.7228	0.6821	28	8	0	34930	32066	0
C3_with	Sr	Vd	vamanapurana_saromahatmya_u	visnudharma_pu	0.0158	0.1925	0.1918	0.8325	0.7856	11	45	0	11429	42898	0
C3_with	Kā	Rv	kalikapurana	skandamahapurana_revakhanda	0.0233	0.1921	0.1907	0.6844	0.6459	16	8	0	87009	65925	0
C3_with	L2	N1	lingapurana_khanda-2_u	naradapurana_khanda-1_u	0.0130	0.1876	0.1872	0.6707	0.6330	3	13	0	23936	134350	0
C3_with	Mā	SP1	markandeyapurana	skandapurana_adhyaya-1-31_pu	0.0381	0.1873	0.1834	0.8060	0.7606	46	20	0	62904	16306	0
C3_with	Dh	Vd	sivapurana_dharmasamhita	visnudharma_pu	0.0474	0.1840	0.1778	0.7156	0.6753	19	20	0	47196	42898	0
C3_with	Bh2	Bh7	bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-07_u	0.0478	0.1824	0.1760	0.8826	0.8329	6	19	1	4065	7763	0
C3_with	MāD	SP1	markandeyapurana_adhyaya-81-93_devimahatmya_u	skandapurana_adhyaya-1-31_pu	0.0350	0.1722	0.1686	1.2153	1.1469	46	110	0	6222	16306	0
C3_with	MBh14	Mā9	mahabharata_14-asvamedhikaparvan	markandeyapurana_adhyaya-94-141_u	0.0536	0.1630	0.1539	0.8230	0.7767	31	20	0	27201	15953	0
C3_with	Bh2	Bh11	bhagavatapurana_skandha-02_u	bhagavatapurana_skandha-11_u	0.0362	0.1559	0.1516	0.8644	0.8158	3	11	1	4065	14006	0
C3_with	MāD	SP	markandeyapurana_adhyaya-81-93_devimahatmya_u	skandapurana	0.0239	0.1516	0.1497	1.0381	0.9797	4	98	0	6222	100395	0
C3_with	MBh5	MBh18	mahabharata_05-udyogaparvan	mahabharata_18-svargarohanaparvan	0.0442	0.1552	0.1488	1.1185	1.0555	104	5	0	64170	1947	1
C3_with	MBh11	MBh18	mahabharata_11-striparvan	mahabharata_18-svargarohanaparvan	0.0438	0.1479	0.1413	1.2378	1.1681	96	29	0	7583	1947	1
C3_with	Nī	Sr	nilamatapurana_au	vamanapurana_saromahatmya_u	0.0228	0.1399	0.1380	1.0681	1.0080	47	63	0	14221	11429	0
C3_with	Bḍ3	L1	brahmandapurana_khanda-3_u	lingapurana_khanda-1_u	0.0149	0.1382	0.1374	0.7492	0.7071	11	38	0	42995	68805	0
C3_with	MBh13	Mā	mahabharata_13-anusasanaparvan	markandeyapurana	0.0284	0.1328	0.1297	0.6499	0.6134	14	15	0	67537	62904	0
C3_with	MA12	U	mahabharata_12-appendix-29_moksadharma	sivapurana_umasamhita	0.0434	0.1365	0.1294	1.1945	1.1272	15	122	0	6464	26305	0
C3_with	A	L2	agnipurana_u	lingapurana_khanda-2_u	0.0190	0.1307	0.1293	0.7722	0.7287	6	12	0	109702	23936	0
C3_with	L1	Vi3	lingapurana_khanda-1_u	visnupurana_amsa-3_u	0.0405	0.1348	0.1286	0.8130	0.7672	49	11	0	68805	7822	0
C3_with	MA14	Sn	mahabharata_14-appendix-04_vaisnavadharma	sivapurana_sanatkumarasamhita	0.0138	0.1183	0.1175	1.0346	0.9763	47	59	0	16493	32066	0
C3_with	R5	R6	ramayana_05-sundarakanda	ramayana_06-yuddhakanda	0.0298	0.1187	0.1149	0.6260	0.5907	3	1	0	25837	44321	0
C3_with	MA13	Sn	mahabharata_13-appendix-15_umamahesvara	sivapurana_sanatkumarasamhita	0.0280	0.1137	0.1102	0.9231	0.8711	20	36	0	22510	32066	0
C3_with	MBh10	MBh18	mahabharata_10-sauptikaparvan	mahabharata_18-svargarohanaparvan	0.0210	0.1066	0.1045	1.1703	1.1044	98	13	0	7715	1947	1
C3_with	Rv	Sr	skandamahapurana_revakhanda	vamanapurana_saromahatmya_u	0.0288	0.1051	0.1011	0.7861	0.7419	27	5	0	65925	11429	0
C3_with	V	V3	vayupurana	vayupurana_03_kalpas-and-shiva-lineages_iast	0.0102	0.1000	0.0995	0.6419	0.6058	14	1	0	109719	13042	0
C3_with	K1	U	kurmapurana_khanda-1_u	sivapurana_umasamhita	0.0264	0.0979	0.0943	0.7095	0.6695	12	31	0	31821	26305	0
C3_with	MBh18	R1	mahabharata_18-svargarohanaparvan	ramayana_01-balakanda	0.0212	0.0956	0.0932	1.2985	1.2254	51	105	0	1947	18565	1
C3_with	G1	MA13	garudapurana_khanda-1_u	mahabharata_13-appendix-15_umamahesvara	0.0220	0.0929	0.0902	1.0365	0.9782	86	51	0	81106	22510	0
C3_with	Dv	G1	devipurana	garudapurana_khanda-1_u	0.0185	0.0626	0.0598	0.7013	0.6618	5	7	0	44581	81106	0
C3_with	MBh9	MBh15	mahabharata_09-salyaparvan	mahabharata_15-asramavasikaparvan	0.0161	0.0588	0.0566	0.8002	0.7551	19	6	0	34061	11363	0
C3_with	Bh3	Bh7	bhagavatapurana_skandha-03_u	bhagavatapurana_skandha-07_u	0.0061	0.0525	0.0521	0.6700	0.6323	6	5	1	14668	7763	0
W1_no	Bh7	Sr	bhagavatapurana_skandha-07_u	vamanapurana_saromahatmya_u	0.0455	0.6788	0.6773	1.0906	1.1697	102	94	1	7247	5002	0
W1_no	Bh3	Nī	bhagavatapurana_skandha-03_u	nilamatapurana_au	0.0485	0.6456	0.6438	0.9407	1.0090	88	75	1	13740	12271	0
W1_no	Bh2	Kv	bhagavatapurana_skandha-02_u	sivapurana_karvanamahatmya_au	0.0252	0.6185	0.6180	1.2471	1.3375	119	109	1	3875	2167	1
W1_no	Bh3	Sr	bhagavatapurana_skandha-03_u	vamanapurana_saromahatmya_u	0.0382	0.5949	0.5937	0.9916	1.0635	100	58	1	13740	5002	0
W1_no	Bh7	Mt	bhagavatapurana_skandha-07_u	matsyapurana_pu	0.0335	0.5899	0.5889	0.8135	0.8725	17	88	1	7247	52429	0
W1_no	Bh12	V	bhagavatapurana_skandha-12_u	vayupurana	0.0130	0.5543	0.5541	0.8030	0.8613	21	64	1	5347	21054	0
W1_no	Bh11	Sn	bhagavatapurana_skandha-11_u	sivapurana_sanatkumarasamhita	0.0394	0.5374	0.5360	0.8349	0.8955	33	60	1	12864	19427	0
W1_no	Bh7	Bḍ	bhagavatapurana_skandha-07_u	brahmandapurana	0.0346	0.5351	0.5340	0.8166	0.8758	18	89	1	7247	56028	0
W1_no	Bh11	U	bhagavatapurana_skandha-11_u	sivapurana_umasamhita	0.0510	0.4926	0.4900	0.7811	0.8378	16	64	1	12864	15381	0
W1_no	Bh3	Bḍ3	bhagavatapurana_skandha-03_u	brahmandapurana_khanda-3_u	0.0369	0.4637	0.4622	0.7956	0.8533	31	59	1	13740	33709	0
W1_no	Bh10	SP1	bhagavatapurana_skandha-10_u	skandapurana_adhyaya-1-31_pu	0.0453	0.4311	0.4287	0.8226	0.8823	80	38	1	40850	8675	0
W1_no	Bh4	Bḍ	bhagavatapurana_skandha-04_u	brahmandapurana	0.0198	0.4217	0.4212	0.6573	0.7050	10	42	1	14031	56028	0
W1_no	Bh9	SP1	bhagavatapurana_skandha-09_u	skandapurana_adhyaya-1-31_pu	0.0151	0.4187	0.4184	0.9314	0.9990	80	76	1	8496	8675	0
W1_no	Bh5	Kv	bhagavatapurana_skandha-05_u	sivapurana_karvanamahatmya_au	0.0494	0.4212	0.4183	1.1334	1.2156	117	44	1	9252	2167	1
W1_no	Bh12	MA14	bhagavatapurana_skandha-12_u	mahabharata_14-appendix-04_vaisnavadharma	0.0493	0.4119	0.4089	0.9540	1.0232	77	63	1	5347	12641	0
W1_no	Bh7	Vi	bhagavatapurana_skandha-07_u	visnupurana_u	0.0281	0.3758	0.3747	0.7814	0.8381	13	65	1	7247	25313	0
W1_no	MA12	Vt	mahabharata_12-appendix-29_moksadharma	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	0.0525	0.3712	0.3675	1.1802	1.2658	115	105	0	6223	2221	1
W1_no	Nī	Vi	nilamatapurana_au	visnupurana_u	0.0459	0.3557	0.3527	0.7905	0.8478	30	69	0	12271	25313	0
W1_no	K2	V10	kurmapurana_khanda-2_u	vayupurana_10_gaya-mahatmya_iast	0.0513	0.3369	0.3330	1.1012	1.1811	108	52	0	13784	4780	0
W1_no	Bh12	MA13	bhagavatapurana_skandha-12_u	mahabharata_13-appendix-15_umamahesvara	0.0476	0.3175	0.3139	1.0108	1.0841	96	80	1	5347	20042	0
W1_no	Vā	V10	sivapurana_vayaviyasamhita_au	vayupurana_10_gaya-mahatmya_iast	0.0321	0.3103	0.3086	1.0168	1.0906	110	26	0	30180	4780	0
W1_no	Sr	Vi	vamanapurana_saromahatmya_u	visnupurana_u	0.0246	0.3036	0.3026	0.9024	0.9679	27	99	0	5002	25313	0
W1_no	V4	Vi2	vayupurana_04_bhuvana-vinyasa_iast	visnupurana_amsa-2_u	0.0528	0.3034	0.2988	1.1451	1.2282	99	105	0	5062	1642	1
W1_no	HA41	MA12	harivamsa_appendix-41	mahabharata_12-appendix-29_moksadharma	0.0216	0.2859	0.2851	1.0670	1.1444	98	93	0	6262	6223	0
W1_no	Kā	Vd	kalikapurana	visnudharma_pu	0.0440	0.2821	0.2787	0.7334	0.7866	40	25	0	74038	21324	0
W1_no	Bh6	Vi	bhagavatapurana_skandha-06_u	visnupurana_u	0.0530	0.2735	0.2683	0.7193	0.7715	13	47	1	8389	25313	0
W1_no	Bh4	Vi	bhagavatapurana_skandha-04_u	visnupurana_u	0.0342	0.2641	0.2619	0.6841	0.7337	14	36	1	14031	25313	0
W1_no	HA41	Vi5	harivamsa_appendix-41	visnupurana_amsa-5_u	0.0192	0.2610	0.2603	1.0364	1.1115	86	86	0	6262	2796	1
W1_no	MA13	V	mahabharata_13-appendix-15_umamahesvara	vayupurana	0.0520	0.2458	0.2402	0.8487	0.9102	18	88	0	20042	21054	0
W1_no	Bh1	Vi1	bhagavatapurana_skandha-01_u	visnupurana_amsa-1_u	0.0152	0.2356	0.2351	0.8291	0.8893	39	38	1	7558	6267	0
W1_no	HA29	MBh12	harivamsa_appendix-29-30_mathura	mahabharata_12-santiparvan	0.0238	0.2349	0.2337	0.6862	0.7360	27	28	0	19078	104812	0
W1_no	V1	V7	vayupurana_01_frame-and-cosmogony_iast	vayupurana_07_shraddha-kalpa_iast	0.0084	0.2192	0.2190	1.1285	1.2103	30	13	0	983	894	1
W1_no	Mt	Vi	matsyapurana_pu	visnupurana_u	0.0272	0.2159	0.2142	0.5827	0.6250	23	8	0	52429	25313	0
W1_no	V9	Vi6	vayupurana_09_upasamhara_iast	visnupurana_amsa-6_u	0.0263	0.2141	0.2125	1.1331	1.2152	103	2	0	1575	945	1
W1_no	Sn	V10	sivapurana_sanatkumarasamhita	vayupurana_10_gaya-mahatmya_iast	0.0280	0.2089	0.2070	1.0550	1.1315	115	36	0	19427	4780	0
W1_no	Kā	Kś	kalikapurana	skandamahapurana_kasikhanda	0.0261	0.1942	0.1924	0.5991	0.6426	8	15	0	74038	116560	0
W1_no	K2	L2	kurmapurana_khanda-2_u	lingapurana_khanda-2_u	0.0211	0.1913	0.1901	0.7748	0.8310	9	31	0	13784	19056	0
W1_no	Bh6	Vi1	bhagavatapurana_skandha-06_u	visnupurana_amsa-1_u	0.0126	0.1855	0.1851	0.7770	0.8334	31	21	1	8389	6267	0
W1_no	Bḍ3	Nī	brahmandapurana_khanda-3_u	nilamatapurana_au	0.0323	0.1845	0.1816	0.7608	0.8159	43	18	0	33709	12271	0
W1_no	Vt	Vi4	visnudharmottarapurana_khanda-3_adhyaya-343-353_pu	visnupurana_amsa-4_u	0.0120	0.1816	0.1812	1.0901	1.1692	74	110	0	2221	8910	1
W1_no	Mā1	Vm	markandeyapurana_adhyaya-1-80_u	vamanapurana_u	0.0177	0.1792	0.1783	0.6299	0.6755	23	16	0	26794	41509	0
W1_no	HA31	SP	harivamsa_appendix-31	skandapurana	0.0484	0.1745	0.1677	0.7433	0.7972	4	54	0	15263	78281	0
W1_no	Mā9	SP	markandeyapurana_adhyaya-94-141_u	skandapurana	0.0250	0.1677	0.1658	0.7537	0.8084	18	59	0	12398	78281	0
W1_no	L2	Vā	lingapurana_khanda-2_u	sivapurana_vayaviyasamhita_au	0.0395	0.1703	0.1657	0.5987	0.6421	6	6	0	19056	30180	0
W1_no	Bḍ	Vi	brahmandapurana	visnupurana_u	0.0475	0.1662	0.1593	0.5549	0.5951	17	5	0	56028	25313	0
W1_no	Dh	Rv	sivapurana_dharmasamhita	skandamahapurana_revakhanda	0.0541	0.1677	0.1587	0.6407	0.6872	27	9	0	27878	37889	0
W1_no	Mā	Vm	markandeyapurana	vamanapurana_u	0.0349	0.1594	0.1555	0.5862	0.6288	16	7	0	44018	41509	0
W1_no	Bh1	Bh8	bhagavatapurana_skandha-01_u	bhagavatapurana_skandha-08_u	0.0390	0.1577	0.1528	0.6495	0.6966	7	6	1	7558	9037	0
W1_no	ŚDh	Sū	sivadharmasastra	skandamahapurana_sutasamhita_khanda-4	0.0302	0.1541	0.1511	1.0677	1.1452	37	70	0	6210	20612	0
W1_no	HA29	HA31	harivamsa_appendix-29-30_mathura	harivamsa_appendix-31	0.0383	0.1538	0.1490	0.7686	0.8244	54	6	0	19078	15263	0
W1_no	N2	RvV	naradapurana_khanda-2_u	vayupurana_revakhanda	0.0147	0.1486	0.1479	0.6745	0.7234	9	20	0	22236	44637	0
W1_no	MBh12	MBh13	mahabharata_12-santiparvan	mahabharata_13-anusasanaparvan	0.0413	0.1492	0.1434	0.3753	0.4025	1	1	0	104812	51657	0
W1_no	Mt	Nī	matsyapurana_pu	nilamatapurana_au	0.0220	0.1402	0.1385	0.6323	0.6782	37	1	0	52429	12271	0
W1_no	MBh9	MBh15	mahabharata_09-salyaparvan	mahabharata_15-asramavasikaparvan	0.0196	0.1337	0.1323	0.6919	0.7421	23	12	0	29536	10674	0
W1_no	Bḍ3	Sr	brahmandapurana_khanda-3_u	vamanapurana_saromahatmya_u	0.0452	0.1391	0.1315	0.9577	1.0272	106	44	0	33709	5002	0
W1_no	HV	MBh14	harivamsa	mahabharata_14-asvamedhikaparvan	0.0164	0.1304	0.1294	0.5597	0.6003	12	7	0	35339	24006	0
W1_no	HV	MBh5	harivamsa	mahabharata_05-udyogaparvan	0.0295	0.1294	0.1260	0.5164	0.5538	7	7	0	35339	59871	0
W1_no	Śt	Rv	sivapurana_satarudrasamhita_au	skandamahapurana_revakhanda	0.0306	0.1257	0.1219	0.9803	1.0514	34	97	0	5553	37889	0
W1_no	MBh8	MBh11	mahabharata_08-karnaparvan	mahabharata_11-striparvan	0.0415	0.1272	0.1203	0.7022	0.7531	21	14	0	38944	7051	0
W1_no	Bh4	Bh7	bhagavatapurana_skandha-04_u	bhagavatapurana_skandha-07_u	0.0348	0.1180	0.1128	0.6221	0.6672	8	1	1	14031	7247	0
W1_no	MBh7	MBh11	mahabharata_07-dronaparvan	mahabharata_11-striparvan	0.0207	0.1084	0.1064	0.6822	0.7317	22	9	0	74729	7051	0
W1_no	MBh6	MBh11	mahabharata_06-bhismaparvan	mahabharata_11-striparvan	0.0175	0.1065	0.1051	0.7052	0.7563	21	15	0	46323	7051	0
W1_no	Bh6	Bh8	bhagavatapurana_skandha-06_u	bhagavatapurana_skandha-08_u	0.0206	0.1048	0.1028	0.5849	0.6273	4	3	1	8389	9037	0
W1_no	MBh5	R5	mahabharata_05-udyogaparvan	ramayana_05-sundarakanda	0.0210	0.1031	0.1009	0.6278	0.6733	22	10	0	59871	23653	0
W1_no	MA13	MA14	mahabharata_13-appendix-15_umamahesvara	mahabharata_14-appendix-04_vaisnavadharma	0.0270	0.0988	0.0950	0.7765	0.8328	6	9	0	20042	12641	0
W1_no	R2	R7	ramayana_02-ayodhyakanda_a	ramayana_07-uttarakanda	0.0190	0.0955	0.0936	0.6292	0.6749	10	13	0	29349	21833	0
W1_no	Dv	G2	devipurana	garudapurana_khanda-2_u	0.0072	0.0913	0.0910	0.6971	0.7476	22	13	0	38835	23604	0
W1_no	Mt	Sr	matsyapurana_pu	vamanapurana_saromahatmya_u	0.0198	0.0906	0.0884	0.8398	0.9008	96	9	0	52429	5002	0
W1_no	Bḍ2	Vm	brahmandapurana_khanda-2_u	vamanapurana_u	0.0300	0.0926	0.0876	0.6036	0.6474	17	10	0	23124	41509	0
W1_no	Bhv	Sau	bhavisyapurana	saurapurana	0.0121	0.0876	0.0868	0.5712	0.6127	9	5	0	211387	24834	0
W1_no	Kś	Vd	skandamahapurana_kasikhanda	visnudharma_pu	0.0191	0.0884	0.0863	0.6215	0.6665	24	2	0	116560	21324	0
W1_no	Bh8	Vi1	bhagavatapurana_skandha-08_u	visnupurana_amsa-1_u	0.0245	0.0859	0.0823	0.7462	0.8003	23	6	1	9037	6267	0
W1_no	G2	L1	garudapurana_khanda-2_u	lingapurana_khanda-1_u	0.0065	0.0812	0.0809	0.7551	0.8098	30	41	0	23604	32408	0
W1_no	Hm	Rv	skandamahapurana_himavatkhanda	skandamahapurana_revakhanda	0.0029	0.0800	0.0799	0.7809	0.8375	13	43	0	19730	37889	0
W1_no	ŚDhU	Sū	sivadharmottara	skandamahapurana_sutasamhita_khanda-4	0.0169	0.0807	0.0789	0.9418	1.0101	27	29	0	6111	20612	0
W1_no	MBh10	MBh11	mahabharata_10-sauptikaparvan	mahabharata_11-striparvan	0.0247	0.0811	0.0772	0.6734	0.7223	16	7	0	7144	7051	0
W1_no	ŚDh	ŚDhU	sivadharmasastra	sivadharmottara	0.0211	0.0752	0.0722	0.7965	0.8543	1	4	0	6210	6111	0
W1_no	MBh4	R6	mahabharata_04-virataparvan	ramayana_06-yuddhakanda	0.0183	0.0684	0.0659	0.5433	0.5827	9	10	0	18288	38653	0
W1_no	MBh1	R3	mahabharata_01-adiparvan	ramayana_03-aranyakanda_a	0.0039	0.0306	0.0304	0.6113	0.6556	24	8	0	63171	19816	0
W1_with	Bh10c	Rv	bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary	skandamahapurana_revakhanda	0.0360	0.8461	0.8453	1.2354	1.2979	109	122	1	6892	65925	0
W1_with	Bh10c	RvV	bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary	vayupurana_revakhanda	0.0383	0.8453	0.8444	1.1947	1.2551	96	120	1	6892	73003	0
W1_with	Bh2	V10	bhagavatapurana_skandha-02_u	vayupurana_10_gaya-mahatmya_iast	0.0119	0.8194	0.8193	1.3433	1.4112	122	116	1	4065	6451	0
W1_with	Bh3	Rv	bhagavatapurana_skandha-03_u	skandamahapurana_revakhanda	0.0473	0.6528	0.6511	1.0221	1.0737	99	96	1	14668	65925	0
W1_with	Bh2	Kv	bhagavatapurana_skandha-02_u	sivapurana_karvanamahatmya_au	0.0267	0.5619	0.5613	1.3799	1.4496	123	122	1	4065	2706	1
W1_with	Bh2	MA13	bhagavatapurana_skandha-02_u	mahabharata_13-appendix-15_umamahesvara	0.0302	0.5379	0.5371	1.2274	1.2894	103	117	1	4065	22510	0
W1_with	Bh5	Nī	bhagavatapurana_skandha-05_u	nilamatapurana_au	0.0480	0.5298	0.5276	1.0331	1.0854	98	84	1	10029	14221	0
W1_with	V10	Vi6	vayupurana_10_gaya-mahatmya_iast	visnupurana_amsa-6_u	0.0453	0.5228	0.5208	1.2600	1.3237	94	122	0	6451	4568	0
W1_with	Bh6	Br	bhagavatapurana_skandha-06_u	brahmapurana_pu	0.0430	0.5220	0.5202	0.8156	0.8569	24	75	1	9118	142373	0
W1_with	Bhv	Vi6	bhavisyapurana	visnupurana_amsa-6_u	0.0168	0.5155	0.5152	0.9688	1.0178	99	40	0	278151	4568	0
W1_with	Bh3	Nī	bhagavatapurana_skandha-03_u	nilamatapurana_au	0.0333	0.5132	0.5121	1.0391	1.0916	103	87	1	14668	14221	0
W1_with	Bh1	Śt	bhagavatapurana_skandha-01_u	sivapurana_satarudrasamhita_au	0.0420	0.5059	0.5042	1.0130	1.0642	87	63	1	8223	10379	0
W1_with	Bh3	Kā	bhagavatapurana_skandha-03_u	kalikapurana	0.0219	0.4927	0.4922	0.8672	0.9110	38	68	1	14668	87009	0
W1_with	Bh6	Śt	bhagavatapurana_skandha-06_u	sivapurana_satarudrasamhita_au	0.0484	0.4643	0.4618	0.9979	1.0483	89	57	1	9118	10379	0
W1_with	Bh5	U	bhagavatapurana_skandha-05_u	sivapurana_umasamhita	0.0250	0.4602	0.4595	0.8040	0.8446	17	71	1	10029	26305	0
W1_with	Sau	Vi6	saurapurana	visnupurana_amsa-6_u	0.0347	0.4591	0.4578	0.9373	0.9847	95	30	0	34930	4568	0
W1_with	Bh3	Dh	bhagavatapurana_skandha-03_u	sivapurana_dharmasamhita	0.0149	0.4578	0.4576	0.8098	0.8507	19	72	1	14668	47196	0
W1_with	Bh12	Sn	bhagavatapurana_skandha-12_u	sivapurana_sanatkumarasamhita	0.0297	0.4526	0.4516	0.9418	0.9894	45	91	1	6024	32066	0
W1_with	Bh12	U	bhagavatapurana_skandha-12_u	sivapurana_umasamhita	0.0279	0.4397	0.4388	0.8432	0.8859	17	87	1	6024	26305	0
W1_with	L2	Pk	lingapurana_khanda-2_u	pranavakalpa	0.0415	0.4322	0.4302	0.9172	0.9635	49	18	0	23936	16023	0
W1_with	Bh4	Śt	bhagavatapurana_skandha-04_u	sivapurana_satarudrasamhita_au	0.0460	0.4306	0.4281	0.9753	1.0246	92	44	1	14853	10379	0
W1_with	Bh8	Br	bhagavatapurana_skandha-08_u	brahmapurana_pu	0.0288	0.4281	0.4271	0.7948	0.8350	22	66	1	9674	142373	0
W1_with	Bh10	Ru	bhagavatapurana_skandha-10_u	sivapurana_rudrasamhita	0.0043	0.4183	0.4183	0.7454	0.7831	36	21	1	43653	105230	0
W1_with	Bh11	Vd	bhagavatapurana_skandha-11_u	visnudharma_pu	0.0153	0.4183	0.4180	0.8316	0.8736	15	51	1	14006	42898	0
W1_with	Bh10	Nṛ	bhagavatapurana_skandha-10_u	nrsimhapurana_pu	0.0067	0.4137	0.4136	0.7312	0.7682	31	31	1	43653	37543	0
W1_with	MBh16	R1	mahabharata_16-mausalaparvan	ramayana_01-balakanda	0.0306	0.3912	0.3900	1.0174	1.0688	28	68	0	2962	18565	1
W1_with	DG	L2	devibhagavatapurana_devigita_adhyaya-31-40	lingapurana_khanda-2_u	0.0324	0.3782	0.3768	0.9781	1.0275	18	74	0	5062	23936	0
W1_with	Bh11	Kś	bhagavatapurana_skandha-11_u	skandamahapurana_kasikhanda	0.0035	0.3680	0.3680	0.7746	0.8137	9	50	1	14006	132756	0
W1_with	K2	Pk	kurmapurana_khanda-2_u	pranavakalpa	0.0265	0.3641	0.3631	0.9510	0.9991	62	26	0	26483	16023	0
W1_with	Bh9	Vm	bhagavatapurana_skandha-09_u	vamanapurana_u	0.0408	0.3611	0.3588	0.8336	0.8758	21	67	1	9595	47989	0
W1_with	G3	Pk	garudapurana_khanda-3_u	pranavakalpa	0.0361	0.3527	0.3509	1.0356	1.0879	47	55	0	26514	16023	0
W1_with	A	Pk	agnipurana_u	pranavakalpa	0.0352	0.3146	0.3126	0.8426	0.8852	39	5	0	109702	16023	0
W1_with	DG	K2	devibhagavatapurana_devigita_adhyaya-31-40	kurmapurana_khanda-2_u	0.0217	0.3105	0.3097	0.9963	1.0466	24	74	0	5062	26483	0
W1_with	Bh8	Mā	bhagavatapurana_skandha-08_u	markandeyapurana	0.0479	0.3029	0.2991	0.7774	0.8167	13	63	1	9674	62904	0
W1_with	Bh2	Vi6	bhagavatapurana_skandha-02_u	visnupurana_amsa-6_u	0.0347	0.3005	0.2985	1.0368	1.0892	25	69	1	4065	4568	0
