"agnipurana_u" "bhagavatapurana_skandha-01_u" "bhagavatapurana_skandha-02_u" "bhagavatapurana_skandha-03_u" "bhagavatapurana_skandha-04_u" "bhagavatapurana_skandha-05_u" "bhagavatapurana_skandha-06_u" "bhagavatapurana_skandha-07_u" "bhagavatapurana_skandha-08_u" "bhagavatapurana_skandha-09_u" "bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary" "bhagavatapurana_skandha-10_u" "bhagavatapurana_skandha-11_u" "bhagavatapurana_skandha-12_u" "bhavisyapurana" "brahmandapurana_khanda-1_u" "brahmandapurana_khanda-2_u" "brahmandapurana_khanda-3_u" "brahmandapurana" "brahmapurana_pu" "devibhagavatapurana_devigita_adhyaya-31-40" "devibhagavatapurana" "devipurana" "garudapurana_khanda-1_u" "garudapurana_khanda-2_u" "garudapurana_khanda-3_u" "harivamsa_appendix-29-30_mathura" "harivamsa_appendix-31" "harivamsa_appendix-41" "harivamsa_appendix-42_pradurbhava" "harivamsa" "kalikapurana" "karatoyamahatmya_pu" "kurmapurana_khanda-1_u" "kurmapurana_khanda-2_u" "lingapurana_khanda-1_u" "lingapurana_khanda-2_u" "mahabharata_01-adiparvan" "mahabharata_02-appendix-21_sisupala" "mahabharata_02-sabhaparvan" "mahabharata_03-aranyakaparvan" "mahabharata_04-virataparvan" "mahabharata_05-udyogaparvan" "mahabharata_06-bhismaparvan" "mahabharata_07-appendix-08_sodasarajika" "mahabharata_07-dronaparvan" "mahabharata_08-karnaparvan" "mahabharata_09-salyaparvan" "mahabharata_10-sauptikaparvan" "mahabharata_11-striparvan" "mahabharata_12-appendix-29_moksadharma" "mahabharata_12-santiparvan" "mahabharata_13-anusasanaparvan" "mahabharata_13-appendix-15_umamahesvara" "mahabharata_14-appendix-04_vaisnavadharma" "mahabharata_14-asvamedhikaparvan" "mahabharata_15-asramavasikaparvan" "mahabharata_16-mausalaparvan" "mahabharata_17-mahaprasthanikaparvan" "mahabharata_18-svargarohanaparvan" "markandeyapurana_adhyaya-1-80_u" "markandeyapurana_adhyaya-81-93_devimahatmya_u" "markandeyapurana_adhyaya-94-141_u" "markandeyapurana" "matsyapurana_pu" "naradapurana_khanda-1_u" "naradapurana_khanda-2_u" "nilamatapurana_au" "nrsimhapurana_pu" "padmapurana_a" "pranavakalpa" "ramayana_01-balakanda" "ramayana_02-ayodhyakanda_a" "ramayana_03-aranyakanda_a" "ramayana_04-kiskindhakanda" "ramayana_05-sundarakanda" "ramayana_06-yuddhakanda" "ramayana_07-uttarakanda" "saurapurana" "sivadharmasastra" "sivadharmottara" "sivapurana_dharmasamhita" "sivapurana_karvanamahatmya_au" "sivapurana_rudrasamhita" "sivapurana_sanatkumarasamhita" "sivapurana_satarudrasamhita_au" "sivapurana_umasamhita" "sivapurana_vayaviyasamhita_au" "sivapurana_vidyesvarasamhita_au" "skandamahapurana_himavatkhanda" "skandamahapurana_kasikhanda" "skandamahapurana_revakhanda" "skandamahapurana_sutasamhita_khanda-4" "skandapurana_adhyaya-1-31_pu" "skandapurana_pasupata_adhyaya174-183_u" "skandapurana" "vamanapurana_saromahatmya_u" "vamanapurana_u" "vayupurana_01_frame-and-cosmogony_iast" "vayupurana_02_pashupata-yoga_iast" "vayupurana_03_kalpas-and-shiva-lineages_iast" "vayupurana_04_bhuvana-vinyasa_iast" "vayupurana_05_jyotis-and-purvardha-close_iast" "vayupurana_06_prthu-and-prajapati-lineages_iast" "vayupurana_07_shraddha-kalpa_iast" "vayupurana_08_manu-candra-vishnu-vamsha_iast" "vayupurana_09_upasamhara_iast" "vayupurana_10_gaya-mahatmya_iast" "vayupurana_revakhanda" "vayupurana" "visnudharma_pu" "visnudharmottarapurana_khanda-3_adhyaya-343-353_pu" "visnupurana_amsa-1_u" "visnupurana_amsa-2_u" "visnupurana_amsa-3_u" "visnupurana_amsa-4_u" "visnupurana_amsa-5_u" "visnupurana_amsa-6_u" "visnupurana_u"
"ca" 4.32792887029289 2.30219634824028 2.01290322580645 1.76855895196507 1.67629645481133 1.37267617812365 1.83639398998331 1.68345522285083 1.99181144185017 1.752528816749 1.83406113537118 1.8702570379437 1.97450248756219 2.59958855432953 3.93041795771595 6.16052060737527 2.92737615745547 3.25906509392748 3.34406140818891 3.95347603511843 2.89697233718144 3.89461499076156 3.357564050427 4.61815690713052 3.73728709716946 5.13937618074565 4.20335429769392 2.94676183616004 5.66911529862664 4.33081612228187 3.87520153876616 3.33570957805964 2.66203703703704 2.01722574796011 2.86363959354793 5.3947489072959 4.60677682493202 3.94151806199465 4.14447788840009 4.53116251022957 3.97466332394116 3.65147042746256 4.56314409313357 4.73199058782894 4.43538719731479 3.88068888918626 4.12077331895556 4.83237385709448 4.17133258678611 4.11289178839881 4.25839627189458 4.51748905443689 4.92358289804604 4.15128230715497 5.36349972312317 4.30309089394318 5.38692149147461 5.26315789473684 4.68127490039841 4.85948477751756 3.92865040171003 3.9105019149365 3.42547598183701 3.78516394911306 4.69955977359785 3.2845941936851 2.23461215098013 4.48138189521714 2.71282869631583 2.42359689118876 2.00966675146273 3.71732299257873 3.7684418549184 3.03794913201453 4.20158485833191 3.69086373821503 3.82376529635475 3.18325470617872 2.67003497862417 3.2914612816028 3.86614684860299 1.96385370712964 3.74429223744292 3.07047482186695 3.51153572517532 2.32999654815326 2.98854913803951 4.01980962181631 3.48766883945971 4.66767371601208 2.1314492667577 4.52511188463451 3.12425471023134 5.81060867564147 3.08579179382842 4.55511846108798 3.29275593693873 3.32145093694301 7.53012048192771 4.50819672131148 4.3193327375633 4.80314960629921 6.42201834862385 7.49299719887955 6.50496141124587 5.57077625570776 4.06349206349206 3.90070921985816 3.05939686771076 4.90126438414547 3.39992496717314 2.92496820686732 2.99762093576527 3.01568154402895 4.23746591147472 4.60194827007054 2.34291799787007 3.95421436004162 3.75800935571367
"na" 0.429306136680614 0.91293993119873 1.16129032258065 0.705967976710335 1.01291104929025 0.702550799827064 1.45480562842833 1.51786946322616 1.05123381653203 0.929193131027993 1.01892285298399 0.817625458996328 1.30597014925373 0.785487189077988 0.691348334603467 0.52060737527115 0.577170618278454 0.451434396388525 0.469855257043526 1.01323572319037 1.15443258549336 0.975045079138933 0.701504676697845 0.585274319413832 1.18041089735735 1.4766549716621 0.791404612159329 0.550062209416541 0.606834877036091 0.282048949140206 0.639266823183323 0.789540936419761 1.15740740740741 0.577969174977335 1.23641014709017 0.693828896292447 0.449696716168166 1.16299308533363 0.694605232692753 1.3912219494336 1.13482572715373 1.22444517328086 1.52995607222194 0.880771970727285 0.815152241668665 0.900587456007708 0.716321343295078 0.694209278699627 1.18980963045913 1.17713799461069 1.12485939257593 1.84286082203802 1.41613464886825 0.933040614709111 1.2419903488648 1.32883445805215 0.974330148023234 1.00074128984433 1.59362549800797 1.05386416861827 1.20513009508366 0.38298730094739 1.10730502668685 1.086274861136 0.596497246202809 0.458829707841566 1.4336917562724 0.407398354110649 0.714632623326164 0.668411504538192 0.61053167133045 1.03630407167213 1.30157756652697 1.06984255147356 1.25420443532296 1.3317549570879 0.959822006053864 0.984747858745935 1.13097551496308 0.747336619494355 0.66601689408707 0.572790664579479 0.684931506849315 0.761631040057482 0.635227157231426 0.62133241284087 0.918585629797408 0.935811679958837 0.591358107654055 0.579053373615307 1.18404424050687 0.858436494019734 1.56928213689482 0.805430905534461 1.11902339776195 0.865701663929522 0.718419477150269 0.522664868249916 0.602409638554217 0.819672131147541 0.506404527852249 0.590551181102362 0.458715596330275 0.280112044817927 0.771775082690187 0.182648401826484 0.698412698412698 0.542344597413433 0.78515494835055 0.52090732585121 1.32714312511724 0.551080966511234 1.25297383029342 0.663449939686369 2.09775540172016 0.649423356846938 1.13596024139155 0.312174817898023 1.11246511262235
"eva" 0.566596931659693 0.396930404869013 0.438709677419355 0.473071324599709 0.370925172979528 0.88629485516645 0.62008108752683 0.289775079343176 0.199181144185017 0.235238767348859 1.00436681222707 0.2937576499388 0.559701492537313 0.65457265756499 0.72374815754528 1.64859002169197 0.793090561807084 0.972768312217854 0.910452128117309 0.875308347258693 1.21977782618166 0.743527526101378 0.488003253355022 0.896527074521951 0.682105951068088 1.85834907660871 1.0272536687631 1.11976949774082 1.58096454806771 0.773360021836048 0.834441207252567 0.832582350330208 1.38888888888889 0.736627379873073 1.30746820152064 1.4182229422013 1.30725789583769 0.909824522539914 0.740912248205603 1.04664685359866 0.820890555321368 0.563026128785394 0.930333550466837 0.867819441746001 0.575401582354351 0.632953739512104 0.644432462964389 0.826278360988825 0.937849944008959 0.850943128634236 1.12485939257593 1.10457185917186 1.04662410524279 1.48188803512623 1.15497191677874 0.891443805715238 1.18980700768222 0.889547813194959 1.39442231075697 1.22950819672131 0.873442912950542 0.685345696432171 0.677128973153828 0.797348145493639 1.13201074838488 0.575840496789113 0.455772379308819 1.14071539150982 0.582807187955318 0.782613896238156 1.03663190027983 0.681954937487464 0.739377832294116 0.519781994348002 0.615700359158543 0.490424047689511 0.429462137479626 0.696193835020382 0.944422852701127 0.524725711559866 0.389863547758285 0.757791376120677 0.45662100456621 0.609544338662356 1.36700884236203 0.569554711770797 0.755001887504719 1.2123745819398 1.08863651636315 0.342396777442095 0.673446366018948 0.905545813813499 1.72191748151681 1.73742952479577 1.15293319769413 1.22598632700607 0.698463380562762 0.703309407967629 1.20481927710843 1.80327868852459 1.04259755734287 0.708661417322835 1.52905198776758 2.17086834733894 1.76405733186329 1.18721461187215 0.825396825396825 0.417188151856487 0.658113962012662 0.984988397973197 0.970737197523917 0.720644340822382 0.49167327517843 0.784077201447527 0.629326620516048 1.09730153398276 0.248491302804402 0.104058272632674 0.707574983293368
"tu" 1.14844839609484 0.119079121460704 0.645161290322581 0.327510917030568 0.313859761751908 0.399913532209252 0.321965180062008 0.289775079343176 0.243443620670577 0.446953657962832 0.407569141193595 0.230110159118727 0.326492537313433 0.486253974191135 1.14266417811689 1.71366594360087 0.959182826059876 0.862094073103247 0.953479166308108 0.931009787538792 1.43759529514267 0.783041339239999 1.13359089060594 0.872699112408411 1.05787689417147 1.53063191579597 0.828092243186583 0.608997446139742 0.558926860427978 0.79155672823219 0.786354764800724 1.8373303563022 0.115740740740741 0.549637352674524 1.02323598379876 1.10340190115231 0.810499895419368 0.738935742654156 0.717758740449178 0.585777662919412 0.694429037339427 0.617688859735432 0.516109635716791 0.667055242536105 0.431551186765764 0.726625540285565 0.600785642763614 0.839823907890281 0.853863381858903 0.638207346475677 0.723123895227382 0.545608897622023 0.797059392532405 1.03283105478495 1.81156554070089 0.720653170040823 0.674536256323777 0.593031875463306 0.896414342629482 0.468384074941452 0.563868209626299 0.342672848216085 0.390344937465148 0.490503493997491 1.40072037047624 0.91028865732423 1.26554272312934 1.53181781145604 1.21071255116908 0.570157576517026 0.267107606207072 0.735441599251187 0.899519574772565 1.00423899878886 1.05467191152158 0.634169027184712 0.864098517579489 1.28704255026794 0.582977069568597 0.604229607250755 0.227420402858999 1.30567809876192 1.87214611872146 0.421531644811688 1.02144526882813 0.258888505350362 0.937460676985026 0.514535631592488 0.934077010953565 0.0755287009063444 0.420691936455162 1.41327959381298 1.35940853803959 0.40271545276723 1.76330959647338 0.482501368572483 0.818199960087807 0.852642227467604 0.903614457831325 2.37704918032787 2.2937146261543 0.728346456692913 0.764525993883792 2.10084033613445 2.20507166482911 2.37442922374429 0.507936507936508 0.604922820191907 1.11629456847717 1.26438414547521 0.675295441755768 0.508690122933446 0.333068992862807 1.145958986731 0.776169498636459 0.358302541708655 0.212992545260916 0.312174817898023 0.463854711270097
"sa" 0.532819037656904 0.688012701772956 0.516129032258065 0.778748180494905 0.684784934731436 0.367488110678772 0.703553541616981 0.372567959155513 1.02910257828926 0.811573747353564 0.393013100436681 0.798041615667075 0.404228855721393 0.561062277912848 0.798130849651131 0.563991323210412 1.00070589212307 0.36114751711082 0.600657453143555 0.771862815309939 0.392071444129819 0.513123038222658 0.546461976413176 0.668672186811223 0.600416615610832 0.370127616917917 0.849056603773585 0.766158077401611 1.11785372085596 0.937130379401328 1.18236076146296 0.737084213216404 0.115740740740741 0.64596554850408 0.746109571519932 0.589907387596662 0.381719305584606 1.10286555167012 1.50497800416763 0.775293965628634 0.998380405120582 0.874603695200612 0.781680613318635 0.869978196576215 0.863102373531527 1.1508249809311 1.08860304500757 0.958347443278022 1.06382978723404 0.524748262657779 0.674915635545557 0.74401213312094 0.752563358483266 0.429098892326115 0.585396724942647 1.18303757393985 1.43338954468803 1.48257968865827 0.49800796812749 0.702576112412178 0.891869978624604 0.58455956460391 1.25866326774476 0.96084931015947 0.718464734244278 0.463436431815878 0.703570954467012 0.611097531165974 0.832581697079026 0.536267091199581 0.413380819129992 1.19007822424283 0.988108623803196 1.08498183286233 0.929251467989282 1.23451570625291 1.35306444519183 1.29620299546558 0.454722114263506 0.699634282079822 0.584795321637427 0.615483136473602 0.547945205479452 0.917310340698162 0.376054477081004 1.19088712461167 0.799043664275827 0.71713403653203 0.470398494724817 0.488418932527694 0.631037904682742 0.588866497422073 0.181254471738612 1.38073869520193 0.678195998643608 1.22344014564157 0.818199960087807 1.19707114986271 0.602409638554217 0.655737704918033 0.625558534405719 0.31496062992126 0.458715596330275 0.840336134453782 0.882028665931643 1.00456621004566 0.444444444444444 0.375469336670839 0.612295901366211 0.535113889283516 0.628399924967173 0.593471810089021 1.03092783505155 0.422195416164053 0.587371512481645 0.615832493561751 0.745473908413205 1.04058272632674 0.731160816069814
"api" 0.384632147838215 0.476316485842816 0.541935483870968 0.574963609898108 0.549254583065839 0.756593169044531 0.775101359408538 0.538153718780185 0.453690383976984 0.51752528816749 1.16448326055313 0.587515299877601 0.699626865671642 0.785487189077988 0.533912575238321 0.650759219088937 0.701739816468048 0.707732634338139 0.707364507856737 0.854088750961513 0.80592463515574 0.71737049486877 0.693879625864172 0.425924822779532 0.902667156802679 0.782665689941011 0.712788259958071 0.504223691965163 0.431172149473012 0.300245655536348 0.622295137612084 0.80702651082088 0.925925925925926 0.492973708068903 0.675051517089462 0.767185255371825 0.658857979502196 0.685137423060491 0.463070155128502 0.590084851617349 0.757659796330397 0.716081775445501 0.749945716624075 0.602292597629687 0.455526252697195 0.575412490465549 0.56740866261008 0.656959024720623 0.699888017917133 0.709119273861864 0.70705447533344 0.742104409702681 0.891855291158831 0.80830256461431 1.61379637686892 0.695659418478714 0.730747611017425 0.815418828762046 1.19521912350598 0.936768149882904 0.851330434141667 0.745817375529127 0.685095196367402 0.792868661530192 0.775636994263717 0.682716492993173 0.991194300632771 0.38295445286401 0.763199888989107 0.625977199392819 0.572373441872297 0.675269104766999 0.814337796858496 0.509689140088817 0.547289208140927 0.714497103961443 0.579515173466484 0.51298493106765 0.567431014380101 0.667832723803466 0.682261208576998 0.547886722641241 0.228310502283105 0.661038261181965 0.43195446691737 0.396962374870556 0.553668050836794 1.08695652173913 0.604798064646193 0.181268882175227 1.26801299395255 0.520819702164412 1.18292392082041 0.701875503394316 0.440827399118345 0.640364613171396 0.39912193175015 0.818921913386965 1.60642570281124 1.0655737704918 0.327673518022043 0.62992125984252 0.764525993883792 0.630252100840336 0.661521499448732 0.639269406392694 0.952380952380952 0.688360450563204 0.510246584471843 0.691386087038879 0.886325267304446 0.423908435777872 0.539254559873117 0.844390832328106 0.943989930774072 1.60116448326055 0.567980120695776 0.520291363163371 1.01025983725775
"uvāca" 0.251699790794979 0.873246890711828 0.567741935483871 0.356622998544396 0.363791996576075 0.551232166018158 1.07321726687336 1.02111218435215 1.17295562686732 0.729240178781463 0.145560407569141 0.859241126070991 0.893967661691542 0.785487189077988 0.567681404783309 1.30151843817787 0.88444130714612 0.133974078928207 0.536977436621173 1.08352563592478 0.392071444129819 0.865964693573162 0.279585197234648 0.187645201644129 0.682105951068088 0.447237537109149 0.387840670859539 0.569707288324275 0.558926860427978 0.664179783459194 0.619466523350211 0.544742894804094 0.462962962962963 0.560970081595648 0.440559937468912 0.672433291560962 0.386948337167957 1.2247029225146 0.138921046538551 1.08541155188009 1.04719011381537 0.951131518530666 0.734913397137178 0.546164972044125 0.91105250539439 0.457653655207483 0.423630901948702 0.463934981374873 0.587905935050392 0.723301659339101 0.369596657560662 0.93859992178334 1.08725091893983 0 0.822719721541017 0.812296925768558 0.786958965711074 0.518902891030393 1.79282868525896 0.702576112412178 1.09456770103929 1.08849022374521 1.45781884808412 1.19602221824046 1.20252320240886 0.194403751716005 0.398247710075667 1.11627149026318 0.832581697079026 0.937826623112172 0.120834393284152 0.153774152570703 0.221472622576578 0.141299959628583 0.159626019041104 0.0803280767767302 0.150053035986857 0.233591352539733 0.672366886902449 0.0318015582763555 0 0.53721360466771 1.14155251141553 0.759235973893779 0.426872649659518 2.140144977563 0.729835157921228 0.334448160535117 0.295679053827028 0.558912386706949 0.227309352762063 1.38187338061713 0 0.955010930848004 0 0.46977046174999 1.0776292157254 0.395009393516065 1.00401606425703 0.819672131147541 1.22132856717307 0.413385826771654 3.21100917431193 0.840336134453782 0.771775082690187 2.55707762557078 0.253968253968254 0.271172298706717 1.6015494835055 0.84292276365014 0.028137310073157 1.05977108944468 2.58524980174465 3.13630880579011 0.629326620516048 0.47027208599261 5.36031238906638 3.2258064516129 1.84362592869217
"tathā" 0.921809623430962 0.224927229425774 0.103225806451613 0.138282387190684 0.199728939296669 0.1621271076524 0.274266634867637 0.20698219953084 0.199181144185017 0.164667137144201 0.480349344978166 0.210526315789474 0.202114427860697 0.261829063025996 0.819578619767543 1.23644251626898 0.469210646514139 0.602883355176933 0.585167719394868 0.871329672952972 0.653452406883032 0.677300149150731 0.864172427816185 0.756537797104903 0.833231221664012 0.705555769749778 0.79664570230608 0.536965490144719 0.39923347173427 0.436720953507415 0.387520153876616 1.18632897090669 0.578703703703704 0.362647325475975 0.611099268102039 1.13396705076871 0.967370842919891 0.612351461257298 0.370456124102802 0.646078304690529 0.48587846382535 0.579424948070406 0.522790666599856 0.585022558987976 0.575401582354351 0.535267432991208 0.5725435826337 0.724686759227904 0.643896976483763 0.326194865976457 0.78740157480315 0.698226771082728 0.864770748694138 0.972956790739447 0.917648920180365 0.695659418478714 0.768221847479858 0.630096367679763 0.597609561752988 0.644028103044497 1.14247807179185 1.10864745011086 0.947980562415359 1.08403511915427 1.49600747050864 0.661525562711333 0.393822735519271 2.33031858551291 0.33303267883161 0.526584095394596 0.279827016026456 0.521494952196296 0.456574329619408 0.257367783609205 0.233738099310188 0.32976789413605 0.26388637363206 0.348096917510191 0.563544500582977 0.477023374145333 0.259909031838856 0.590579194535364 1.0958904109589 0.565235614633854 0.935054375444659 0.310666206420435 0.572543098024412 0.656032930280422 1.08863651636315 0.785498489425982 0.358775582904301 1.11230338401947 1.17338421178154 0.736393970774364 0.474737199050526 0.599625711339419 0.458990221512672 0.628642998217641 0.803212851405622 0.901639344262295 0.536193029490617 0.846456692913386 1.22324159021407 1.61064425770308 0.992282249173098 0.821917808219178 1.14285714285714 0.730079265748853 0.683105631456181 0.861864848226547 0.872256612267867 1.22933446375583 0.761300555114988 1.02533172496984 1.15376547094609 0.201545179711119 0.638977635782748 0.520291363163371 0.632886512834624
"mahā" 0.104602510460251 0.291082296903943 0.154838709677419 0.218340611353712 0.242527997717384 0.421530479896239 0.393512997853565 0.303573892645232 0.475821622219763 0.341096212655846 0.0582241630276565 0.303549571603427 0.264303482587065 0.374041518608566 0.413439994158905 0.412147505422993 0.527342939002616 0.964030872287753 0.748670464519904 0.453568870852232 0.479198431714223 0.367311502415351 0.701504676697845 0.169774230058974 0.212392272188866 0.227474264564136 0.660377358490566 1.06738262065353 0.606834877036091 2.2381948867255 0.732611093825135 0.418308741442156 0.694444444444444 0.759292837715322 0.255808995949691 0.391233915090014 0.397406400334658 0.780075634108135 1.57443852743691 0.831287418701813 0.861935083087436 0.836339783535585 0.893587880609978 1.9990069727781 0.479501318628626 1.46797093497839 1.66114662764127 1.64578394852692 0.937849944008959 0.836760743156999 0.562429696287964 0.457853620382117 0.524279357709422 0.124738050094801 0.229412230045091 0.662334416395901 0.815064643057898 0.963676797627873 0.796812749003984 1.5807962529274 0.368541313481241 1.29006248740173 0.637297857085956 0.546497043540584 0.40973453013931 0.248763094612897 0.0752245674587371 0.285178847877455 0.58974536876431 0.754988878794524 0.158992622742305 1.22350738784516 0.647381512146922 1.00423899878886 0.855139387720198 1.00198706295185 1.20301140920498 0.97100719094948 0.369218810726778 0.5724280489744 0.243664717348928 0.476732602817703 0.547945205479452 0.700556852883061 0.406545380628113 0.862961684501208 0.660626651566629 0.260483663493697 0.335998924803441 0.95166163141994 0.538587458969814 0.50511659556649 0.643930360124016 0.586813945460822 0.237368599525263 0.83260130619104 0.39912193175015 0.802061756346645 0.100401606425703 0.327868852459016 1.16175156389634 2.51968503937008 0.91743119266055 1.05042016806723 0.220507166482911 0.91324200913242 0.634920634920635 0.292031706299541 0.539403532155948 1.07969882085524 0.328268617520165 0.29673590504451 0.586835844567803 0.482509047044632 0.272708202223621 0.212742134139514 0.425985090521832 0.72840790842872 0.37737332442313
"iti" 0.450008716875872 0.304313310399577 0.387096774193548 0.393013100436681 0.285327056138098 0.88629485516645 0.36966372525638 0.372567959155513 0.398362288370034 0.611620795107034 3.90101892285298 0.514075887392901 0.264303482587065 0.43014774639985 0.848784093968613 1.25813449023861 0.743262882531246 0.602883355176933 0.731459649243585 0.632609214609692 0.914833369636245 0.551523786202444 0.35583570557137 0.693989396556859 0.551403014336478 0.801943169988819 0.482180293501048 0.929867068299391 0.127754710954966 0.136475297971067 0.415806296495347 0.481525818123125 0.694444444444444 0.504306436990027 0.788744404178214 0.525720573402207 0.658857979502196 0.667732084368424 0.324149108589951 0.396261360210191 0.462582921039203 0.338908931890237 0.38081876033472 0.243939295814174 0.839127307600096 0.202063455954181 0.287555521322755 0.233660684050119 0.405935050391937 0.198553396681322 1.49445605013659 0.518900769766399 0.487521764364481 0.478994112364036 0.292698362471323 0.699825043739065 0.721379051901818 0.407709414381023 0.298804780876494 0.234192037470726 0.707599321883983 0.765974601894779 0.740858758862423 0.723436660096757 0.362090980123111 0.484627362097718 0.3584229390681 0.692577201988104 0.860334420314993 0.570727164505555 3.43424065123378 0.468008290432573 0.429316160686906 0.469317723052079 0.250840887064592 0.279034371961273 0.300106071973715 0.476343150277103 0.909444228527011 0.254412466210844 0.357374918778428 0.451828660879465 0.365296803652968 0.882581881324472 0.802927126740522 1.0700724887815 0.717251793129483 0.691407254952405 0.860157247496808 0.478348439073515 1.79218157606806 0.379491742783114 0.753637014071071 0.287653894833736 0.440827399118345 0.395931202179531 0.31929754540012 0.486535960306373 0.200803212851406 0.901639344262295 0.446827524575514 0.275590551181102 0.611620795107034 0.630252100840336 0.661521499448732 0 0.380952380952381 0.500625782227785 0.737254248583805 0.430932424113274 0.262614894016132 0.678253497244595 0.444091990483743 0.361881785283474 0.209775540172016 1.33243757697906 0.70997515086972 0.936524453694069 0.75474664884626
