a	b	containment	matched_a	matched_b	units_a	units_b
agnipurana_u	mahabharata_02-sabhaparvan	0.00028	1	1	15548	3548
bhagavatapurana_skandha-10_u	mahabharata_02-sabhaparvan	0.00028	1	1	5997	3548
kalikapurana	mahabharata_02-sabhaparvan	0.00028	1	1	12508	3548
lingapurana_khanda-1_u	mahabharata_02-sabhaparvan	0.00028	1	1	9897	3548
mahabharata_02-sabhaparvan	naradapurana_khanda-1_u	0.00028	1	1	3548	19022
mahabharata_02-sabhaparvan	nrsimhapurana_pu	0.00028	1	1	3548	5197
mahabharata_02-sabhaparvan	ramayana_06-yuddhakanda	0.00028	1	1	3548	6491
mahabharata_02-sabhaparvan	vamanapurana_u	0.00028	1	1	3548	6598
mahabharata_02-sabhaparvan	vayupurana_revakhanda	0.00028	1	1	3548	10332
brahmandapurana_khanda-2_u	naradapurana_khanda-2_u	0.00028	1	1	8444	3616
brahmandapurana_khanda-3_u	naradapurana_khanda-2_u	0.00028	1	1	6367	3616
kalikapurana	naradapurana_khanda-2_u	0.00028	1	1	12508	3616
mahabharata_09-salyaparvan	naradapurana_khanda-2_u	0.00028	1	1	4933	3616
markandeyapurana_adhyaya-1-93_u	naradapurana_khanda-2_u	0.00028	1	1	6627	3616
naradapurana_khanda-2_u	sivapurana_sanatkumarasamhita	0.00028	1	1	3616	4856
naradapurana_khanda-2_u	sivapurana_umasamhita	0.00028	1	1	3616	3946
naradapurana_khanda-2_u	vamanapurana_u	0.00028	1	1	3616	6598
naradapurana_khanda-2_u	vayupurana	0.00028	1	1	3616	15778
bhavisyapurana	ramayana_05-sundarakanda	0.00027	1	1	39479	3659
brahmandapurana	ramayana_05-sundarakanda	0.00027	1	1	18962	3659
brahmandapurana_khanda-1_u	ramayana_05-sundarakanda	0.00027	1	1	5558	3659
kurmapurana_khanda-1_u	ramayana_05-sundarakanda	0.00027	1	1	4907	3659
mahabharata_05-udyogaparvan	ramayana_05-sundarakanda	0.00027	1	1	8791	3659
mahabharata_14-asvamedhikaparvan	ramayana_05-sundarakanda	0.00027	1	1	3764	3659
markandeyapurana_adhyaya-1-93_u	ramayana_05-sundarakanda	0.00027	1	1	6627	3659
ramayana_05-sundarakanda	saurapurana	0.00027	1	1	3659	5067
ramayana_05-sundarakanda	sivapurana_sanatkumarasamhita	0.00027	1	1	3659	4856
ramayana_05-sundarakanda	vamanapurana_u	0.00027	1	1	3659	6598
ramayana_05-sundarakanda	vayupurana	0.00027	1	1	3659	15778
ramayana_05-sundarakanda	vayupurana_revakhanda	0.00027	1	1	3659	10332
ramayana_05-sundarakanda	visnudharma_pu	0.00027	1	1	3659	6061
ramayana_05-sundarakanda	visnupurana_u	0.00027	1	1	3659	7383
agnipurana_u	sivapurana_rudrasamhita	0.00027	4	4	15548	14705
mahabharata_05-udyogaparvan	visnupurana_u	0.00027	2	2	8791	7383
devipurana	mahabharata_14-asvamedhikaparvan	0.00027	1	1	6526	3764
mahabharata_14-asvamedhikaparvan	vamanapurana_u	0.00027	1	1	3764	6598
brahmandapurana_khanda-3_u	ramayana_07-uttarakanda	0.00026	1	1	6367	3777
devipurana	ramayana_07-uttarakanda	0.00026	1	1	6526	3777
nrsimhapurana_pu	ramayana_07-uttarakanda	0.00026	1	1	5197	3777
ramayana_07-uttarakanda	sivapurana_vayaviyasamhita_au	0.00026	1	1	3777	5811
kalikapurana	mahabharata_07-dronaparvan	0.00025	2	3	12508	11774
kurmapurana_khanda-2_u	sivapurana_umasamhita	0.00025	1	1	3965	3946
mahabharata_06-bhismaparvan	sivapurana_umasamhita	0.00025	1	1	7923	3946
bhagavatapurana_skandha-10_u	kurmapurana_khanda-2_u	0.00025	1	1	5997	3965
kurmapurana_khanda-2_u	mahabharata_08-karnaparvan	0.00025	1	1	3965	5713
kurmapurana_khanda-2_u	ramayana_02-ayodhyakanda_a	0.00025	1	1	3965	4574
kurmapurana_khanda-2_u	ramayana_06-yuddhakanda	0.00025	1	1	3965	6491
garudapurana_khanda-2_u	mahabharata_07-dronaparvan	0.00025	1	1	4002	11774
garudapurana_khanda-2_u	mahabharata_09-salyaparvan	0.00025	1	1	4002	4933
kalikapurana	mahabharata_03-aranyakaparvan	0.00024	2	3	12508	14972
kalikapurana	mahabharata_12-santiparvan	0.00024	2	3	12508	17549
agnipurana_u	ramayana_02-ayodhyakanda_a	0.00022	1	1	15548	4574
mahabharata_13-anusasanaparvan	ramayana_02-ayodhyakanda_a	0.00022	1	1	9240	4574
ramayana_02-ayodhyakanda_a	saurapurana	0.00022	1	1	4574	5067
ramayana_02-ayodhyakanda_a	sivapurana_vayaviyasamhita_au	0.00022	1	1	4574	5811
ramayana_02-ayodhyakanda_a	vayupurana	0.00022	1	1	4574	15778
ramayana_02-ayodhyakanda_a	vayupurana_revakhanda	0.00022	1	1	4574	10332
ramayana_02-ayodhyakanda_a	visnudharma_pu	0.00022	1	1	4574	6061
ramayana_02-ayodhyakanda_a	visnupurana_u	0.00022	1	1	4574	7383
bhagavatapurana_skandha-10_u	sivapurana_sanatkumarasamhita	0.00021	1	1	5997	4856
brahmandapurana_khanda-3_u	sivapurana_sanatkumarasamhita	0.00021	1	1	6367	4856
