"agnipurana_u" "bhagavatapurana_skandha-01_u" "bhagavatapurana_skandha-02_u" "bhagavatapurana_skandha-03_u" "bhagavatapurana_skandha-04_u" "bhagavatapurana_skandha-05_u" "bhagavatapurana_skandha-06_u" "bhagavatapurana_skandha-07_u" "bhagavatapurana_skandha-08_u" "bhagavatapurana_skandha-09_u" "bhagavatapurana_skandha-10_adhyaya-29-33_w_commentary" "bhagavatapurana_skandha-10_u" "bhagavatapurana_skandha-11_u" "bhagavatapurana_skandha-12_u" "bhavisyapurana_brahmaparvan_adhyaya-5" "bhavisyapurana" "brahmandapurana_khanda-1_u" "brahmandapurana_khanda-2_u" "brahmandapurana_khanda-3_u" "brahmandapurana" "brahmapurana_pu" "devibhagavatapurana_u" "devibhagavatapurana" "devipurana" "garudapurana_khanda-1_u" "garudapurana_khanda-2_u" "garudapurana_khanda-3_u" "kalikapurana" "karatoyamahatmya_pu" "kurmapurana_khanda-1_u" "kurmapurana_khanda-2_u" "lingapurana_khanda-1_u" "lingapurana_khanda-2_u" "mahabharata_01-adiparvan" "mahabharata_02-sabhaparvan" "mahabharata_03-aranyakaparvan" "mahabharata_04-virataparvan" "mahabharata_05-udyogaparvan" "mahabharata_06-bhismaparvan" "mahabharata_07-dronaparvan" "mahabharata_08-karnaparvan" "mahabharata_09-salyaparvan" "mahabharata_10-sauptikaparvan" "mahabharata_11-striparvan" "mahabharata_12-santiparvan" "mahabharata_13-anusasanaparvan" "mahabharata_14-asvamedhikaparvan" "mahabharata_15-asramavasikaparvan" "mahabharata_16-mausalaparvan" "mahabharata_17-mahaprasthanikaparvan" "mahabharata_18-svargarohanaparvan" "markandeyapurana_adhyaya-1-93_u" "matsyapurana_adhyaya-1-32_pu" "matsyapurana_adhyaya-176_pu" "naradapurana_khanda-1_u" "naradapurana_khanda-2_u" "nilamatapurana_au" "nrsimhapurana_pu" "padmapurana_a" "pranavakalpa" "ramayana_01-balakanda" "ramayana_02-ayodhyakanda_a" "ramayana_03-aranyakanda_a" "ramayana_04-kiskindhakanda" "ramayana_05-sundarakanda" "ramayana_06-yuddhakanda" "ramayana_07-uttarakanda" "saurapurana" "sivapurana_dharmasamhita" "sivapurana_karvanamahatmya_au" "sivapurana_rudrasamhita" "sivapurana_sanatkumarasamhita" "sivapurana_satarudrasamhita_au" "sivapurana_umasamhita" "sivapurana_vayaviyasamhita_au" "sivapurana_vidyesvarasamhita_au" "skandamahpurana_kasikhanda" "skandapurana_adhyaya-1-31_pu" "skandapurana_himavatkhanda_au" "skandapurana_pasupata_adhyaya174-183_u" "skandapurana_revakhanda" "skandapurana" "sutasamhita_khanda-4_iast" "vamanapurana_saromahatmya_u" "vamanapurana_u" "vayu_ba" "vayupurana_01_frame-and-cosmogony_iast" "vayupurana_02_pashupata-yoga_iast" "vayupurana_03_kalpas-and-shiva-lineages_iast" "vayupurana_04_bhuvana-vinyasa_iast" "vayupurana_05_jyotis-and-purvardha-close_iast" "vayupurana_06_prthu-and-prajapati-lineages_iast" "vayupurana_07_shraddha-kalpa_iast" "vayupurana_08_manu-candra-vishnu-vamsha_iast" "vayupurana_09_upasamhara_iast" "vayupurana_10_gaya-mahatmya_iast" "vayupurana_revakhanda" "vayupurana" "visnudharma_pu" "visnudharmottarapurana_khanda-3_adhyaya-343-353_pu" "visnupurana_u"
"y a  " 0.742497605079836 0.756140011603172 0.836553399992033 0.722925982487173 0.781674675479985 0.626543209876543 0.851962556603605 0.79326154174219 0.807285585615639 0.849200557287866 0.626095667417982 0.812272343099051 0.686701273307107 0.765210899589399 0.650095602294455 0.860652286773312 0.678037015160465 0.753722918122682 0.590190402769495 0.67750415820742 0.732382702311017 0.763792450448176 0.780038028905407 0.748754591657022 0.736432637571158 0.701382309878563 0.712114797707584 0.797882078960666 0.848923125294765 0.812922246604021 0.844075848938716 0.910667027478248 1.00168787327967 0.726101322726661 0.738577703383773 0.72727803567779 0.790529348500192 0.822607368968315 0.688648443855094 0.717202664057512 0.728879856241431 0.695185950882614 0.766920954390521 0.764078087551468 0.741103481195411 0.72245947667697 0.7461257738299 0.724392581318 0.754877465312849 0.882263462123517 0.646005397007114 0.680408730007583 0.647084652538652 0.70234627726846 0.727616743807294 0.809394446136727 0.755892475929072 0.912685200599301 0.584282374387118 0.818888394505401 0.775488160936999 0.76243584682195 0.767169909500672 0.751609737415324 0.698960083777794 0.72502573232815 0.849953152188462 0.823666897506925 0.671459066822273 0.89446477318929 0.838455968564339 0.670241930450397 0.733374579365918 0.683125181527737 0.863445016509914 0.767633612170337 0.776135886314617 0.987905459159525 1.09044349392166 0.605897401373367 0.74934987373678 0.799443196233235 0.879630575591018 1.04337679605986 0.816288730717329 0.661941494109764 0.574496292780333 0.763986267588608 0.9393037244061 0.464358684936204 0.638657355260194 0.553062348405845 0.727156753308882 0.887835510372053 0.609497562009752 0.709605637285202 0.788640632056944 0.701527054916482 0.844226275005311 0.896813673770838 0.747241364427628
"  s a" 0.57145255163911 0.626571262811835 0.561685854280365 0.618552170425955 0.628383814224522 0.516975308641975 0.624653219022391 0.567224650815652 0.685525569603363 0.633583228288994 0.487216264827084 0.626407078586975 0.636653553388114 0.60790273556231 0.650095602294455 0.709979585019944 0.831856664697775 0.803720230095156 0.752010938340921 0.788309220960745 0.762200096090771 0.779573286201237 0.763157133780312 0.748083664603566 0.581214421252372 0.628175867711653 0.820164159205363 0.79641740327648 0.707435937745638 0.840771916009238 0.851738548684668 0.772152072908401 0.724487146195793 0.845633551888796 0.899244317105802 0.84902630580129 0.841556565632777 0.876783814118916 0.992300063516119 0.924977994703618 0.888404048253266 0.923279641956517 0.850105502353514 0.706721019317041 0.816042361489825 0.81754477030885 0.952093619638309 0.885055527369074 0.754877465312849 0.684514755095832 0.793196500122659 0.697375665259681 0.670194818700746 0.733084342659065 0.653968900252079 0.727957677746626 0.698165817104518 0.722074246712169 0.572955844522723 0.647537181319878 0.815992439201391 0.774279510461903 0.746777675425952 0.821823810549664 0.740361900586932 0.864814866330987 0.83656806317762 0.697281855955679 0.619481466226001 0.691177324737178 0.727116287101866 0.625111026824081 0.793734627050355 0.706360731919837 0.713603855964695 0.70374732975304 0.661567940797516 0.930504224529461 0.854766996848267 0.949239262151609 0.679282016073284 0.882995835197632 0.782574937169245 0.906340311791922 0.800082025771968 0.830962632185427 0.908391574054373 0.807504472704415 0.697490734552524 0.80869850976582 0.791845010137418 0.672580059290159 0.733535321320364 0.78419119328141 0.931029609214897 0.652738286561998 0.749811474220505 0.775040797266547 0.746571844960547 0.590841949778434 0.69602497518307
"a   s" 0.62065332843255 0.624637400889577 0.593554555232442 0.659203023544535 0.562066491270031 0.549382716049383 0.637182080148914 0.586416462309415 0.618807752610335 0.630266038612088 0.393871092593857 0.598732974816566 0.616867245513164 0.669226257132192 0.745697896749522 0.625386510053304 0.69772593030124 0.676576528143648 0.523280338623107 0.633326976325376 0.629090749519265 0.719606110339604 0.695320944110951 0.63000050319529 0.600759013282732 0.570041340108518 0.775933426428495 0.619740898871467 0.628831944662789 0.736575739096614 0.756838959523262 0.742797910350553 0.686185406387951 0.662917042147023 0.643277354560061 0.62932469124989 0.623317083127262 0.679513529534666 0.708427586053198 0.675458711264067 0.647062998980091 0.652475180044074 0.58026294432722 0.563328348730975 0.64662608095625 0.656395252813628 0.689847235679433 0.615874626529117 0.600712349157408 0.714937633100091 0.572409845449342 0.590033829991309 0.581220678976682 0.612168940851444 0.577686499691637 0.578760544818197 0.585980046181327 0.682953221241885 0.533113110058558 0.656057407389876 0.6100956913574 0.633636004737466 0.646222866023022 0.698151295369861 0.65451401573269 0.66069491195371 0.679597473868656 0.670013850415512 0.656421521995678 0.580821281291746 0.692881228584153 0.605906386983095 0.73790158294225 0.615161196630845 0.625185834337491 0.620894807243107 0.593723894790993 0.825772147309695 0.816073840612337 0.875185135317086 0.625908178188675 0.730163464884638 0.876565660693488 0.826289296229461 0.652898684941656 0.676084552302652 0.675974270422443 0.768821623712586 0.653745671061425 0.587235136950092 0.717503942329353 0.626882111010862 0.574071121033328 0.701123321495526 0.734930393611759 0.620595870935839 0.6335283646998 0.664055069516254 0.584062946107427 0.553914327917282 0.611719345696241
"  t a" 0.453081271000773 0.487333204409205 0.478030514281162 0.551533196365594 0.533800091322215 0.516975308641975 0.476096722807897 0.479795287344067 0.570437335290389 0.563922245073973 0.844659973134804 0.583026051054982 0.490002095020834 0.682557457473471 0.535372848948375 0.617077763731597 0.653015685502396 0.609913445513682 0.538916929700796 0.59313298297368 0.845238724805709 0.574422421411438 0.660621326353813 0.458578641037253 0.393358633776091 0.568426492119542 0.593955554432235 0.748083105698321 0.455903159880522 0.559874388387648 0.508095937000819 0.609786861260303 0.497273435471306 0.911303771376485 0.678709535532979 0.747277451753233 0.64529803819976 0.671739331127405 0.69477719214183 0.689625211080847 0.660885938334747 0.836494990571825 0.72634312611589 0.649363951082615 0.696090688411308 0.713257674067433 0.794861827485974 0.923107277749591 0.877146350539578 0.699726194097962 0.695069098045629 0.727846895916509 0.709482101176308 0.633833721879762 0.479968385315937 0.555759320158398 0.794013854398118 0.71832861661395 0.569457945594013 0.414651002073255 0.756079860935311 0.623272799052507 0.658880114759055 0.730066783158197 0.65634056647427 0.593234484101594 0.795804383008238 0.514629501385042 0.548216579873881 0.731834814427601 0.743627886121471 0.523806551662882 0.660942522144592 0.585535869880918 0.632619207837123 0.570983649104594 0.55112963286342 0.75527940302716 0.740094552003602 0.770836138413895 0.709848531161386 0.717814994250744 0.44543429844098 0.792369374380961 0.675720371497367 0.606528528403202 0.635055731050624 0.599584159373338 0.667112218239261 0.551515238108846 0.615003379139446 0.496818719754403 0.526231860947217 0.629486808212288 0.644830754010317 0.504388675979726 0.639046192392346 0.592400624151696 0.733153679000198 0.743827811774636 0.736307528521486
"t a  " 0.503729129464609 0.659446915490234 0.641357606660559 0.565815928542392 0.514231045204497 0.412037037037037 0.558429238782195 0.599211003305256 0.520398972545618 0.716512970211637 0.494046399380734 0.559839639787882 0.57613072930003 0.613235215698822 0.382409177820268 0.58679823854578 0.568927610421999 0.580613945486802 0.407278651325837 0.522159805523838 0.54121382671931 0.492362075495518 0.605445808028272 0.458914104563981 0.467931688804554 0.537206097666006 0.388598580825345 0.510622560399564 0.377299166797673 0.519540384421471 0.604763841488214 0.557270429809152 0.538821085432355 0.654630579120185 0.528428216234048 0.597938746313976 0.544813672154055 0.566058821528699 0.608138977724786 0.6295592518577 0.602605437271875 0.614308108230911 0.59446518422334 0.657557817973247 0.573294800404126 0.56343345209164 0.648073475402798 0.556683014826089 0.66982084950295 0.638880438089443 0.556055278436503 0.548482151822907 0.620507961452243 0.54532290708031 0.564872972438941 0.534001404939668 0.463991635080382 0.584318295322124 0.57335560440029 0.417491077429921 0.540057043525222 0.64005132254244 0.57520163700417 0.676608341112733 0.541267869754755 0.560547472668095 0.626665530962145 0.55834487534626 0.626019529194086 0.621478770982169 0.542913494369393 0.608306966963218 0.599073473268044 0.56520476328783 0.556720552104036 0.547026293198107 0.473374456657684 0.615300953666126 0.531855020261144 0.663121044836408 0.570183069912674 0.568029649159101 0.541468298563577 0.592920233911781 0.534159765035853 0.527002807744831 0.51884707923466 0.618925583869252 0.614861170180448 0.547228850247896 0.482090560937148 0.449949029211535 0.531015786955828 0.597479004404883 0.499964666807999 0.541476078625294 0.56731443238924 0.538481011571978 0.519208477299072 0.506435956952944 0.539210749687091
"a   p" 0.564072435120093 0.52601044285438 0.601521730470462 0.503191641305661 0.628383814224522 0.401234567901235 0.524422330010202 0.580019191811494 0.455349100977416 0.525774563789557 0.416638207772693 0.487288610984375 0.4492655788077 0.429264650989175 0.420650095602294 0.559251119868443 0.621841569862834 0.560453739046288 0.436733625216367 0.535074992576785 0.565067741743114 0.42608256533266 0.546284522798196 0.537412569818347 0.5426944971537 0.608797691843941 0.477691913990181 0.51043947593904 0.613111146046219 0.612692726914785 0.660171055035867 0.623546624959294 0.6900804985718 0.70621381146225 0.645110053575901 0.62202563428805 0.712025937526986 0.665665738621732 0.642404252236993 0.570248839291448 0.602979030227406 0.613853738328373 0.645187469566629 0.721060286375648 0.624119684564198 0.608262746856051 0.726979467036442 0.713117988612661 0.781457657753442 0.821417706114998 0.776841933109821 0.501043985913981 0.585842712209101 0.528472521836062 0.539964433480429 0.572543997612846 0.535877663050582 0.593058098884635 0.460090305756342 0.631443420965436 0.551870791352337 0.578365574417687 0.505586768955988 0.631128771014354 0.484035946518594 0.492739310651793 0.567649456687069 0.586478531855956 0.483489756489845 0.604054132543416 0.519585180158208 0.509403071782143 0.540222426775717 0.586697647400523 0.606015555312123 0.638862824172972 0.485645379761472 0.535744856547265 0.478388113462404 0.615995691396257 0.548081128233585 0.505164707750189 0.572117447538873 0.599704218281481 0.554666208027942 0.580560946147408 0.654696629949097 0.69145592572893 0.665897077586731 0.488648216148252 0.474205902230232 0.520253565025837 0.67134428320842 0.565471200597479 0.549431135608791 0.630485844974657 0.481481557171848 0.575952996972206 0.614253819518213 0.51698670605613 0.544389935116316
"c a  " 0.633242938964989 0.431251208663701 0.350555710472852 0.288950658653688 0.297884368680829 0.237654320987654 0.404503230656333 0.415822582364858 0.443673483003636 0.338353347044384 0.289142362771213 0.38257578590715 0.401545659815173 0.48258945235429 0.516252390057361 0.585961787573796 0.668602743322176 0.576850706951239 0.481097906878646 0.57647601275586 0.625377640105182 0.476581239742457 0.693132679928069 0.477364598534024 0.641745730550285 0.617948497114805 0.769614750317513 0.5148335029916 0.487344757113661 0.404300373089537 0.435005570193277 0.642580964742899 0.608283562710984 0.641165076701573 0.706200020770589 0.614142652769262 0.608401435042353 0.668824006724682 0.662461973902675 0.518305006629922 0.568608478318533 0.652475180044074 0.55388735594871 0.571522215621607 0.64922297284764 0.718920321827148 0.642851755368218 0.717345960877163 0.664504811014832 0.74536051110435 0.547877994930084 0.655823987091279 0.716415151024936 0.652720966878809 0.459730197412146 0.368641249277326 0.783122031978391 0.460712502080906 0.300186354729592 0.318088439946607 0.477612947867619 0.521614686142914 0.45284823255585 0.567297795437681 0.490124448990526 0.512212423846218 0.455093026368625 0.447541551246537 0.216409884243595 0.743451240053436 0.571998145853468 0.267424609785724 0.562857444657381 0.618065640429858 0.543027495657345 0.567988979616283 0.340872085065815 0.717011913273784 0.710547050877983 0.403931600915578 0.639780673497891 0.617904640940152 0.4096769579698 0.614628983894821 0.494469875373746 0.627163482160039 0.682521236721934 0.469029544025918 0.61972173279057 0.662961322493535 0.663437711196215 0.850684883353058 0.641046085153883 0.57080583456538 0.577697689209243 0.539003585115589 0.536864198085927 0.643459779830632 0.449881286503934 0.437856087782233 0.594167661741645
"r a  " 0.450187107659982 0.43318507058596 0.438194638091065 0.376844395126292 0.407688460785806 0.37037037037037 0.395554044137388 0.475530440345453 0.426994028755379 0.404697140582499 0.305079343396398 0.356023605262567 0.32240042831537 0.303951367781155 0.152963671128107 0.468189490718461 0.331840257268491 0.437073275630342 0.43418813364558 0.408819986433018 0.483941926968764 0.470268905441232 0.511194143579828 0.520974857008672 0.475901328273245 0.464537938162088 0.590796216376745 0.453866377637332 0.660273541895928 0.53826688626291 0.515169198304775 0.491911552238943 0.562191638535445 0.444568741389847 0.422742572987238 0.474000759101924 0.46317012474192 0.469367228838389 0.463277654583747 0.441428134290863 0.457651370525757 0.438466955948838 0.407807174160039 0.495728946883258 0.441718944573671 0.46244956704339 0.4531292607785 0.44111843959637 0.419967040561374 0.699726194097962 0.49063701038515 0.378812799301932 0.439093157079799 0.446072286301007 0.434941411044781 0.418373626920136 0.516272382695073 0.487764275012485 0.488173437155415 0.731792750234306 0.459048486996439 0.404658507698381 0.488710437307944 0.459583024152045 0.399405762158739 0.452054413442012 0.461785570874046 0.581284626038781 0.430531446448361 0.534355578788407 0.617442913797335 0.547812351464114 0.805806636587243 0.451350566366541 0.509772930001095 0.570983649104594 0.551955560380021 0.490428092365636 0.567030616839262 0.575602531304699 0.628964829697486 0.52184316159337 0.51081914958828 0.598347421407541 0.582118381710899 0.355894988952185 0.358446404897131 0.415840626662154 0.392490430767361 0.427209990141308 0.345798603289029 0.277702916466494 0.414606920746292 0.386379917389383 0.342731962405484 0.581035974780566 0.620653433417191 0.381441927719115 0.487526696559359 0.51698670605613 0.523673193399416
"n a  " 0.41675952107385 0.442854380197254 0.454128988567104 0.53065843395335 0.503359352916875 0.475308641975309 0.501154445060944 0.609873120801791 0.513727190846315 0.414648709613216 0.603328552239146 0.458118609712863 0.577294629763263 0.4639257718765 0.344168260038241 0.513971240585047 0.408544989171097 0.429277995806677 0.355277894951199 0.396991123524711 0.475052968068384 0.564953919959601 0.536593638559716 0.465287911571814 0.410246679316888 0.55173972956679 0.480851252045671 0.412489289559059 0.455903159880522 0.462400545469387 0.699073992207624 0.473335871245304 0.604388470527136 0.55477869964679 0.614565069978557 0.537502554669937 0.678269470808507 0.64695907370426 0.512864799812795 0.542293612986336 0.538721041876034 0.541154553922348 0.584320727154683 0.690333285535776 0.598150765650293 0.559658353585164 0.661998062161676 0.555273690737922 0.765509542289086 0.730149072102221 0.547877994930084 0.453952083989792 0.422916040766333 0.419963447625855 0.403206974390908 0.560732557922679 0.458545723870518 0.491926086232728 0.352188452136417 0.387196940292149 0.49533356960829 0.522108172127912 0.514728115265345 0.533786533259928 0.548574072721074 0.482655019890394 0.480646378116596 0.53540512465374 0.427262414964319 0.48208166347215 0.476109685491909 0.44602776030689 0.431574340943729 0.513505663665408 0.490993881159919 0.462177324362635 0.47656017707886 0.424970544103282 0.446730076542098 0.504914501144473 0.531151981415559 0.465553379872634 0.587442022026522 0.529150780836601 0.437250284444209 0.42475545261264 0.42391606789204 0.754315555340651 0.408287259250258 0.251468087842375 0.426897949988736 0.345663967753653 0.479987242863977 0.449633434437349 0.395731750406332 0.360984052416862 0.531755098370606 0.409331382501727 0.546044809219771 0.548638953365689 0.426995065387216
"  c a" 0.578687959991086 0.222394121059756 0.223080906664542 0.302134719124578 0.275053814876824 0.237654320987654 0.19509226611301 0.183388420940399 0.196817560129433 0.189079811583626 0.327846458575234 0.315260398357505 0.313089224609511 0.466592011944756 0.535372848948375 0.453021846426486 0.475405263503314 0.394333637976453 0.381096452312034 0.411958256184202 0.648781481260612 0.353490720868577 0.505645330830376 0.33143796440732 0.429981024667932 0.35688140556369 0.527609455266932 0.38282960695428 0.56594875019651 0.295302529038082 0.409070278745439 0.690740137689369 0.545312905738769 0.596211014780978 0.691538428643864 0.57487372631456 0.5581592520195 0.649388510706529 0.709541903923513 0.545693572942363 0.604099809094 0.708362678056206 0.582291835740951 0.567425282176291 0.669008815829664 0.720335983767076 0.646913093172891 0.749760414905012 0.717665195896018 0.608457560085184 0.572409845449342 0.302634722659861 0.488780014328303 0.450886682085078 0.405482273622696 0.266689875109567 0.492310373371673 0.451140336274347 0.369444753518054 0.230992795675512 0.511366513087945 0.552704303197789 0.494335881190625 0.642299191740272 0.548574072721074 0.564024814309956 0.478821138706027 0.325051939058172 0.220005818876042 0.447232386594645 0.372950062259332 0.325038529308681 0.276147218156302 0.433343014812663 0.447176100530508 0.48114356445527 0.273146028704521 0.530709660527084 0.481905673120216 0.343341860778242 0.625673051149536 0.396915127518006 0.340205553625794 0.417893437173521 0.360516497764136 0.351721627518218 0.371540337496113 0.377157777670325 0.364542195759159 0.360056580319765 0.354809641811219 0.377301008870089 0.417796204752033 0.324650581475103 0.310932089604975 0.29422672765484 0.328821657678057 0.354267587161697 0.559090248347888 0.422029964127453 0.513602555064812
